CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L82244DL2017PTC985637,TRADING LIMITED,Public,Company limited by guarantee,Non-govt company,22/12/2017,9364144,5526995,Strike Off,CONSTRUCTION,"B-202, Brigade Road, Andheri, Delhi - 507592",ROC-DELHI
U29979DL2020PLC792506,EXPORTS FINANCE PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,11/05/2020,12748580,11060993,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Link Road, Satellite, Delhi - 490593",ROC-DELHI
L63775DL2006PTC367834,IMPORTS TECH LIMITED,Private,Company limited by guarantee,Non-govt company,18/09/2006,22146896,17698796,Strike Off,MANUFACTURING (FOOD PRODUCTS),"A-101, MG Road, Satellite, Delhi - 520234",ROC-DELHI
L81350DL2007PTC154881,CONSULTANCY TRADING FOODS LIMITED,Private,Company limited by guarantee,State Govt company,31/01/2007,48523468,20165633,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"B-202, Park Street, Adyar, Delhi - 465900",ROC-DELHI
L53151DL2024PLC842558,TECHNOLOGIES TECH FOODS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,07/05/2024,30286030,24084656,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"C-303, Link Road, Satellite, Delhi - 549087",ROC-DELHI
L83253DL2023OPC378795,DEVELOPERS FOODS LIMITED,Private,Unlimited Company,State Govt company,24/07/2023,13233153,21673473,Dissolved,FINANCIAL SERVICE ACTIVITIES,"D-404, MG Road, Andheri, Delhi - 469125",ROC-DELHI
L11989DL2018PLC118567,SYSTEMS INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,22/06/2018,15684658,19110997,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, MG Road, Andheri, Delhi - 471574",ROC-DELHI
L31584DL2001PLC927847,GLOBAL EDUCATION INDIA OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,14/10/2001,27265091,13507951,Strike Off,CONSTRUCTION,"A-101, MG Road, Borivali, Delhi - 540402",ROC-DELHI
L30892DL2014OPC162565,CAPITAL HEALTHCARE INDUSTRIES LIMITED,Public,Company limited by guarantee,State Govt company,15/08/2014,33824975,10929319,Strike Off,INFORMATION SERVICE ACTIVITIES,"D-404, Anna Salai, Satellite, Delhi - 550436",ROC-DELHI
L90854DL2021OPC584751,CAPITAL PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,16/06/2021,6005913,18191005,Active,COMPUTER PROGRAMMING,"A-101, Park Street, Andheri, Delhi - 436613",ROC-DELHI
L82687DL2001OPC655836,CONSULTANCY HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,03/07/2001,29978131,14727968,Active,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Adyar, Delhi - 506794",ROC-DELHI
L48557DL2023OPC950971,INDIA TECHNOLOGIES EXPORTS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,21/03/2023,19930971,17921360,Under Liquidation,EDUCATION,"A-101, MG Road, Satellite, Delhi - 430749",ROC-DELHI
U12453DL2008PTC699467,FOODS INVESTMENTS TEXTILES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,28/04/2008,899929,12266394,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"B-202, MG Road, Satellite, Delhi - 513051",ROC-DELHI
U78802DL2023PLC382443,CORPORATIONS INDIA HEALTHCARE LIMITED,Public,Company limited by guarantee,State Govt company,29/04/2023,43045917,7811469,Strike Off,REAL ESTATE ACTIVITIES,"D-404, MG Road, Satellite, Delhi - 491050",ROC-DELHI
U91316DL2011OPC910653,INNOVATIONS CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,03/12/2011,6485606,7788723,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Brigade Road, Satellite, Delhi - 433750",ROC-DELHI
U55192DL2013OPC272850,INTERNATIONAL LIMITED,Private,Company limited by shares,Non-govt company,05/08/2013,34796051,24344355,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"C-303, Anna Salai, Andheri, Delhi - 514641",ROC-DELHI
U80652DL2014PTC415428,TECHNOLOGIES LIMITED,Private,Company limited by guarantee,Non-govt company,20/04/2014,872428,11096583,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Whitefield, Delhi - 541464",ROC-DELHI
U54399DL2000PTC443795,CHEMICALS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,07/03/2000,41942798,1141740,Dissolved,REAL ESTATE ACTIVITIES,"A-101, Brigade Road, Whitefield, Delhi - 534959",ROC-DELHI
L10727DL2013PTC852545,TECH SOLUTIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,20/12/2013,37109562,4665593,Active,RETAIL TRADE,"B-202, MG Road, Borivali, Delhi - 410262",ROC-DELHI
L22193DL2006PLC279427,INDUSTRIES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,29/08/2006,6329672,1951949,Active,CONSTRUCTION,"A-101, Park Street, Satellite, Delhi - 458100",ROC-DELHI
L17134DL2019PLC834937,ENTERPRISES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,10/08/2019,10173375,20576645,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Brigade Road, Borivali, Delhi - 467372",ROC-DELHI
L19334DL2016PTC838901,TECHNOLOGIES OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,12/04/2016,39001089,17054305,Active,HUMAN HEALTH AND SOCIAL WORK,"C-303, Link Road, Andheri, Delhi - 480635",ROC-DELHI
L80596DL2019PLC370764,FOODS REALTY PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,26/09/2019,48061877,13587994,Strike Off,MANUFACTURING (CHEMICALS),"D-404, MG Road, Whitefield, Delhi - 419102",ROC-DELHI
U39461DL2001PLC169844,INDIA INNOVATIONS LIMITED,Private,Company limited by guarantee,State Govt company,08/12/2001,22809085,3086173,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, Anna Salai, Whitefield, Delhi - 496383",ROC-DELHI
L55211DL2004OPC907726,SERVICES VENTURES SOLUTIONS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,19/01/2004,22455033,8872514,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"D-404, Anna Salai, Adyar, Delhi - 401027",ROC-DELHI
L11701DL2006PLC825995,SERVICES MANUFACTURING INDUSTRIES LIMITED,Private,Company limited by guarantee,State Govt company,01/05/2006,39310818,17652392,Active,MANUFACTURING (CHEMICALS),"D-404, Link Road, Satellite, Delhi - 407463",ROC-DELHI
L60360DL2024PLC995782,FINANCE TRADING REALTY LIMITED,One Person Company,Company limited by guarantee,Non-govt company,18/11/2024,35017059,20403455,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Borivali, Delhi - 426844",ROC-DELHI
L16560DL2019PLC974991,INTERNATIONAL TEXTILES EXPORTS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,27/02/2019,27086293,2722284,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Brigade Road, Satellite, Delhi - 490068",ROC-DELHI
U60368DL2015PTC549579,TECH VENTURES LIMITED,Private,Unlimited Company,State Govt company,22/10/2015,22460546,5130129,Active,MANUFACTURING (CHEMICALS),"B-202, Link Road, Borivali, Delhi - 445750",ROC-DELHI
U30351DL2002OPC738660,IMPORTS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,20/01/2002,41700571,23132365,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Adyar, Delhi - 421459",ROC-DELHI
U13133DL2023PTC486203,CORPORATIONS IMPORTS SYSTEMS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,18/11/2023,31817409,15964712,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Link Road, Satellite, Delhi - 449014",ROC-DELHI
L24919DL2019OPC292326,CAPITAL SERVICES INDUSTRIES LIMITED,Public,Unlimited Company,Non-govt company,13/01/2019,38150872,11998433,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Satellite, Delhi - 519268",ROC-DELHI
L61047DL2011OPC207687,EXPORTS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,30/06/2011,25231070,552901,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"E-505, Park Street, Adyar, Delhi - 421816",ROC-DELHI
U45971DL2001OPC512112,TEXTILES LIMITED,One Person Company,Unlimited Company,State Govt company,20/01/2001,32143373,24435695,Active,HUMAN HEALTH AND SOCIAL WORK,"E-505, Park Street, Andheri, Delhi - 484827",ROC-DELHI
L33182DL2010OPC793956,TEXTILES VENTURES IMPORTS LIMITED,Public,Company limited by guarantee,State Govt company,20/10/2010,30387276,18291436,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Adyar, Delhi - 482582",ROC-DELHI
U92038DL2024PTC639516,INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/02/2024,18583202,24215750,Amalgamated,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Borivali, Delhi - 540617",ROC-DELHI
U70341DL2002PTC624574,INTERNATIONAL OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,26/09/2002,36267230,11642932,Amalgamated,COMPUTER PROGRAMMING,"E-505, Anna Salai, Adyar, Delhi - 432079",ROC-DELHI
U30912DL2003OPC387191,EXPORTS LIMITED,Public,Company limited by shares,State Govt company,05/01/2003,12630933,2614953,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, MG Road, Andheri, Delhi - 458081",ROC-DELHI
U11473DL2008PLC480690,FINANCE SOLUTIONS LIMITED,One Person Company,Company limited by shares,State Govt company,04/09/2008,24817294,4678478,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Anna Salai, Satellite, Delhi - 405129",ROC-DELHI
U97179DL2006PTC187525,ENTERPRISES TEXTILES LIMITED,Public,Unlimited Company,State Govt company,18/02/2006,44091872,18518204,Dissolved,REAL ESTATE ACTIVITIES,"B-202, MG Road, Satellite, Delhi - 436955",ROC-DELHI
U15555DL2009PLC436892,CONSULTANCY OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,21/09/2009,30596307,3605028,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Anna Salai, Borivali, Delhi - 481197",ROC-DELHI
U25832DL2006PLC181849,SOLUTIONS GLOBAL PHARMA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,02/05/2006,2727699,15801522,Dissolved,RETAIL TRADE,"A-101, MG Road, Andheri, Delhi - 556972",ROC-DELHI
L77227DL2022PTC278112,EXPORTS INDIA TEXTILES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,10/05/2022,5948168,18840829,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Satellite, Delhi - 421051",ROC-DELHI
L27237DL2013PLC134399,CONSTRUCTIONS TEXTILES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,30/09/2013,34259923,19884086,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Adyar, Delhi - 414886",ROC-DELHI
L87944DL2001PLC677528,HEALTHCARE SYSTEMS TECHNOLOGIES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,20/05/2001,49861643,6805681,Active,RETAIL TRADE,"E-505, MG Road, Adyar, Delhi - 544639",ROC-DELHI
U74533DL2005PTC941703,CORPORATIONS INDIA OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,01/05/2005,1263071,4416536,Active,REAL ESTATE ACTIVITIES,"A-101, Park Street, Andheri, Delhi - 541507",ROC-DELHI
L64108DL2022PTC404868,TECHNOLOGIES ENTERPRISES OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,04/07/2022,31346593,11722687,Active,RETAIL TRADE,"B-202, Anna Salai, Adyar, Delhi - 496008",ROC-DELHI
L80831DL2023PTC566845,SOLUTIONS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,29/11/2023,12704853,9563796,Active,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Whitefield, Delhi - 549014",ROC-DELHI
L27768DL2001OPC426309,INVESTMENTS DEVELOPERS LIMITED,Public,Unlimited Company,Non-govt company,27/03/2001,31731834,8959282,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Link Road, Andheri, Delhi - 414173",ROC-DELHI
L11520DL2023PTC123651,TEXTILES TECHNOLOGIES PRIVATE LIMITED,Public,Unlimited Company,State Govt company,20/01/2023,27515031,10267943,Amalgamated,MANUFACTURING (CHEMICALS),"B-202, Brigade Road, Whitefield, Delhi - 489653",ROC-DELHI
U95640DL2015PTC766847,INDUSTRIES INNOVATIONS LIMITED,Public,Company limited by shares,State Govt company,13/01/2015,49435452,6612173,Active,REAL ESTATE ACTIVITIES,"E-505, Brigade Road, Borivali, Delhi - 535381",ROC-DELHI
L62380DL2007PTC484086,GLOBAL ENTERPRISES LIMITED,Private,Company limited by guarantee,Non-govt company,15/09/2007,32937244,21617382,Dissolved,WHOLESALE TRADE,"D-404, Park Street, Adyar, Delhi - 400544",ROC-DELHI
L91414DL2011PLC297711,TECHNOLOGIES INTERNATIONAL CAPITAL PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,26/03/2011,28846772,13883221,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Adyar, Delhi - 431370",ROC-DELHI
U72676DL2013OPC229599,TRADING CONSULTANCY LIMITED,Private,Company limited by guarantee,State Govt company,19/04/2013,25399802,5732073,Active,EDUCATION,"E-505, Link Road, Andheri, Delhi - 480682",ROC-DELHI
L66589DL2015PLC743225,FOODS EDUCATION LIMITED,One Person Company,Company limited by shares,State Govt company,17/11/2015,49651981,17190359,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Andheri, Delhi - 407753",ROC-DELHI
U21328DL2004PTC959381,HEALTHCARE PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,06/02/2004,1907121,8725953,Active,WHOLESALE TRADE,"D-404, Anna Salai, Satellite, Delhi - 548467",ROC-DELHI
U43872DL2018PLC427886,IMPORTS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,23/10/2018,27927082,19121106,Under Liquidation,REAL ESTATE ACTIVITIES,"B-202, Brigade Road, Borivali, Delhi - 402716",ROC-DELHI
U22162DL2019PTC132834,MANUFACTURING HEALTHCARE FINANCE LIMITED,Private,Company limited by shares,State Govt company,08/02/2019,27016018,2089689,Dissolved,EDUCATION,"D-404, Link Road, Borivali, Delhi - 522788",ROC-DELHI
L30272DL2020PLC901592,REALTY OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,30/12/2020,27370194,18242705,Active,HUMAN HEALTH AND SOCIAL WORK,"B-202, MG Road, Whitefield, Delhi - 503875",ROC-DELHI
U67175DL2013PTC222048,VENTURES DEVELOPERS CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,24/07/2013,39791765,10606659,Under Liquidation,WHOLESALE TRADE,"B-202, MG Road, Satellite, Delhi - 439106",ROC-DELHI
U76630DL2019PTC482335,TRADING TECH CONSULTANCY PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,25/11/2019,4883020,7295183,Active,INFORMATION SERVICE ACTIVITIES,"A-101, Anna Salai, Borivali, Delhi - 521710",ROC-DELHI
U60295DL2024PTC332894,SYSTEMS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,04/04/2024,11038982,13767988,Dissolved,EDUCATION,"C-303, Link Road, Satellite, Delhi - 451963",ROC-DELHI
L99041DL2014OPC689219,SYSTEMS CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,15/07/2014,1036723,3852577,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"B-202, MG Road, Borivali, Delhi - 424019",ROC-DELHI
L66114DL2009PLC541981,INVESTMENTS LIMITED,Public,Company limited by guarantee,Non-govt company,12/10/2009,12980719,20288966,Active,COMPUTER PROGRAMMING,"A-101, Brigade Road, Andheri, Delhi - 412896",ROC-DELHI
L58403DL2015OPC301746,TECH MANUFACTURING PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,15/11/2015,43833408,177559,Active,EDUCATION,"D-404, MG Road, Satellite, Delhi - 517513",ROC-DELHI
U36949DL2007PTC746770,CAPITAL CORPORATIONS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,30/06/2007,29973999,11644219,Active,EDUCATION,"A-101, Park Street, Borivali, Delhi - 508768",ROC-DELHI
L21005DL2000OPC397095,INTERNATIONAL FINANCE PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,27/12/2000,45894673,3893052,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Satellite, Delhi - 455936",ROC-DELHI
L66245DL2016PTC495610,CHEMICALS LIMITED,Public,Unlimited Company,Non-govt company,11/10/2016,26641548,22594245,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Satellite, Delhi - 496891",ROC-DELHI
L73497DL2021PLC261778,VENTURES OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,25/05/2021,33898583,23919135,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Link Road, Borivali, Delhi - 445090",ROC-DELHI
L42548DL2003PLC405576,FINANCE HEALTHCARE OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,05/04/2003,46212752,5984851,Under Liquidation,REAL ESTATE ACTIVITIES,"A-101, Anna Salai, Whitefield, Delhi - 408165",ROC-DELHI
U71665DL2003OPC489819,DEVELOPERS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,10/04/2003,28731655,20333325,Dissolved,MANUFACTURING (CHEMICALS),"B-202, Link Road, Adyar, Delhi - 516860",ROC-DELHI
L92710DL2007PTC611427,TRADING INDIA REALTY LIMITED,One Person Company,Unlimited Company,Non-govt company,25/06/2007,19585471,18148059,Strike Off,RETAIL TRADE,"E-505, Anna Salai, Andheri, Delhi - 540145",ROC-DELHI
U91166DL2017PTC108160,TECHNOLOGIES FOODS GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,31/08/2017,46228773,3717745,Amalgamated,COMPUTER PROGRAMMING,"E-505, Link Road, Andheri, Delhi - 528331",ROC-DELHI
L86873DL2020OPC224457,HEALTHCARE PHARMA SERVICES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,25/05/2020,41414051,11647130,Active,CONSTRUCTION,"B-202, Park Street, Satellite, Delhi - 556120",ROC-DELHI
L44351DL2007PLC555856,PHARMA INNOVATIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,23/08/2007,38951186,2153451,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, Park Street, Whitefield, Delhi - 491175",ROC-DELHI
U68552DL2009PTC136162,INVESTMENTS EXPORTS LIMITED,Public,Company limited by shares,Non-govt company,10/12/2009,20493733,7857365,Dissolved,WHOLESALE TRADE,"E-505, MG Road, Whitefield, Delhi - 489158",ROC-DELHI
U41402DL2004PLC148806,EXPORTS FOODS LIMITED,Public,Unlimited Company,State Govt company,26/01/2004,10204831,4329509,Dissolved,WHOLESALE TRADE,"A-101, Anna Salai, Adyar, Delhi - 499053",ROC-DELHI
L83625DL2001PTC816466,INNOVATIONS CONSULTANCY FOODS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,26/06/2001,39138478,11970703,Active,INFORMATION SERVICE ACTIVITIES,"C-303, MG Road, Whitefield, Delhi - 470243",ROC-DELHI
L50204DL2003OPC571560,CHEMICALS LIMITED,One Person Company,Company limited by shares,Non-govt company,04/08/2003,49403270,10922034,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, MG Road, Andheri, Delhi - 555292",ROC-DELHI
U64888DL2009PLC578328,INDIA ENTERPRISES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,26/08/2009,1771537,23502591,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Adyar, Delhi - 549137",ROC-DELHI
U28595DL2005PLC683863,INDUSTRIES CONSULTANCY OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,25/11/2005,30019144,23023950,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, Anna Salai, Borivali, Delhi - 475308",ROC-DELHI
U69084DL2007PTC466402,EDUCATION TECHNOLOGIES SOLUTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,25/09/2007,27251456,17580456,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"A-101, Brigade Road, Adyar, Delhi - 527682",ROC-DELHI
U65318DL2013PLC117178,SOLUTIONS INDIA LIMITED,Private,Company limited by guarantee,Non-govt company,12/02/2013,24768905,10829121,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Borivali, Delhi - 472204",ROC-DELHI
U20205DL2022PTC971726,MANUFACTURING IMPORTS LIMITED,Private,Unlimited Company,Non-govt company,25/05/2022,5059816,12786162,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Park Street, Satellite, Delhi - 515216",ROC-DELHI
L16661DL2021PTC551645,CONSTRUCTIONS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,01/09/2021,47419082,9492509,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"A-101, Park Street, Satellite, Delhi - 417331",ROC-DELHI
L43734DL2022PTC604827,MANUFACTURING EXPORTS LIMITED,Public,Company limited by shares,Non-govt company,16/07/2022,6252223,24299801,Active,CONSTRUCTION,"A-101, Anna Salai, Satellite, Delhi - 503580",ROC-DELHI
U77444DL2014PTC964398,INDIA CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,21/08/2014,3882158,16764242,Active,RETAIL TRADE,"B-202, MG Road, Adyar, Delhi - 537674",ROC-DELHI
L38613DL2002OPC210990,INVESTMENTS INDUSTRIES OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,04/07/2002,34270107,2595599,Dissolved,EDUCATION,"E-505, Brigade Road, Whitefield, Delhi - 526018",ROC-DELHI
L82045DL2021PTC938300,ENTERPRISES CAPITAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,04/05/2021,3110528,8628955,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Adyar, Delhi - 493572",ROC-DELHI
L75572DL2023PTC881279,SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,12/01/2023,33486989,21365519,Dissolved,REAL ESTATE ACTIVITIES,"D-404, Anna Salai, Adyar, Delhi - 496628",ROC-DELHI
