CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L30827TN2012PTC109806,PHARMA MANUFACTURING GLOBAL OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,10/10/2012,28100591,2717479,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Anna Salai, Andheri, Tamil Nadu - 459315",ROC-CHENNAI
U99594TN2003PLC262590,REALTY EDUCATION CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,20/07/2003,21050465,17469558,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Satellite, Tamil Nadu - 538154",ROC-CHENNAI
L21350TN2013PLC949802,INVESTMENTS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,04/11/2013,1868988,9308742,Under Liquidation,MANUFACTURING (CHEMICALS),"B-202, Anna Salai, Satellite, Tamil Nadu - 408438",ROC-CHENNAI
L63053TN2002PLC531552,INDIA GLOBAL CONSTRUCTIONS LIMITED,Public,Company limited by shares,State Govt company,05/04/2002,9972404,22697704,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Satellite, Tamil Nadu - 437889",ROC-CHENNAI
L94244TN2005OPC943293,TECHNOLOGIES OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,26/10/2005,45809678,7260029,Under Liquidation,EDUCATION,"B-202, MG Road, Satellite, Tamil Nadu - 518902",ROC-CHENNAI
L44603TN2004PTC151287,SYSTEMS CONSULTANCY INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,13/05/2004,45715687,23576125,Active,MANUFACTURING (CHEMICALS),"D-404, Park Street, Adyar, Tamil Nadu - 530326",ROC-CHENNAI
L80867TN2008PLC528204,TECH TECHNOLOGIES TRADING LIMITED,Private,Unlimited Company,Non-govt company,27/05/2008,4832331,5514311,Strike Off,REAL ESTATE ACTIVITIES,"D-404, Park Street, Satellite, Tamil Nadu - 448850",ROC-CHENNAI
L33936TN2011PLC101766,FINANCE TEXTILES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,14/02/2011,41776120,1907252,Active,INFORMATION SERVICE ACTIVITIES,"A-101, Park Street, Adyar, Tamil Nadu - 528407",ROC-CHENNAI
U31606TN2015PLC903395,SERVICES EDUCATION CORPORATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,10/06/2015,7486607,20397120,Active,MANUFACTURING (TEXTILES),"A-101, Brigade Road, Adyar, Tamil Nadu - 546822",ROC-CHENNAI
U20330TN2019PTC184314,FOODS LIMITED,Public,Company limited by shares,State Govt company,12/05/2019,27122739,507928,Active,COMPUTER PROGRAMMING,"D-404, Brigade Road, Satellite, Tamil Nadu - 420199",ROC-CHENNAI
U52593TN2003PLC917853,INDUSTRIES INDIA PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,20/08/2003,44153883,4788285,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Anna Salai, Whitefield, Tamil Nadu - 436556",ROC-CHENNAI
L89158TN2024PTC295205,MANUFACTURING VENTURES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,18/07/2024,36736808,13074297,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"A-101, Park Street, Borivali, Tamil Nadu - 412881",ROC-CHENNAI
U81512TN2013OPC874370,CHEMICALS FINANCE TRADING PRIVATE LIMITED,Public,Unlimited Company,State Govt company,07/11/2013,22268565,15346787,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Satellite, Tamil Nadu - 549023",ROC-CHENNAI
L92057TN2007OPC950679,VENTURES TECHNOLOGIES IMPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,19/05/2007,49708781,24523819,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Brigade Road, Borivali, Tamil Nadu - 461357",ROC-CHENNAI
L95047TN2004PLC743439,INNOVATIONS FINANCE PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,06/07/2004,995248,6622762,Dissolved,EDUCATION,"D-404, Park Street, Satellite, Tamil Nadu - 495520",ROC-CHENNAI
L97733TN2016PLC743450,INDIA GLOBAL CAPITAL PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,18/08/2016,41409076,20851467,Active,MANUFACTURING (FOOD PRODUCTS),"B-202, Anna Salai, Adyar, Tamil Nadu - 518628",ROC-CHENNAI
U67797TN2024OPC208984,CORPORATIONS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,05/07/2024,12253259,17755032,Amalgamated,COMPUTER PROGRAMMING,"B-202, MG Road, Satellite, Tamil Nadu - 438899",ROC-CHENNAI
U26795TN2024OPC324029,DEVELOPERS TECH INNOVATIONS LIMITED,Private,Company limited by guarantee,State Govt company,22/03/2024,37507310,4871796,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, MG Road, Whitefield, Tamil Nadu - 546921",ROC-CHENNAI
L15569TN2016PTC388778,INDIA LIMITED,Private,Company limited by shares,State Govt company,20/05/2016,42410049,8562466,Amalgamated,COMPUTER PROGRAMMING,"E-505, Link Road, Whitefield, Tamil Nadu - 510300",ROC-CHENNAI
L99409TN2012PLC675933,SOLUTIONS PHARMA OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,05/06/2012,31515313,13644531,Amalgamated,REAL ESTATE ACTIVITIES,"A-101, Anna Salai, Adyar, Tamil Nadu - 501431",ROC-CHENNAI
L68581TN2005OPC447813,TEXTILES OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,24/12/2005,36783317,20015663,Active,MANUFACTURING (CHEMICALS),"A-101, Link Road, Adyar, Tamil Nadu - 517672",ROC-CHENNAI
U74218TN2002OPC860711,CAPITAL LIMITED,Private,Company limited by shares,Non-govt company,27/05/2002,35995731,16039555,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Satellite, Tamil Nadu - 543972",ROC-CHENNAI
U38343TN2002PLC467927,TEXTILES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,13/02/2002,36895144,18332246,Dissolved,RETAIL TRADE,"C-303, MG Road, Satellite, Tamil Nadu - 500744",ROC-CHENNAI
L39086TN2011PLC749335,SOLUTIONS TRADING OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,23/01/2011,8004853,19863804,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"A-101, Brigade Road, Andheri, Tamil Nadu - 477569",ROC-CHENNAI
L60930TN2021PTC962974,EDUCATION CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,05/05/2021,25250795,16635843,Dissolved,WHOLESALE TRADE,"D-404, Anna Salai, Borivali, Tamil Nadu - 534269",ROC-CHENNAI
L53096TN2007OPC418881,SOLUTIONS CONSTRUCTIONS CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,05/11/2007,45757113,15340405,Active,CONSTRUCTION,"B-202, Brigade Road, Andheri, Tamil Nadu - 557696",ROC-CHENNAI
L60418TN2000PTC650946,IMPORTS VENTURES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,08/06/2000,7658354,18353226,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"A-101, Brigade Road, Borivali, Tamil Nadu - 420903",ROC-CHENNAI
L93399TN2009OPC453262,INDIA CORPORATIONS SERVICES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,23/06/2009,30900411,20279606,Active,FINANCIAL SERVICE ACTIVITIES,"C-303, Brigade Road, Whitefield, Tamil Nadu - 490449",ROC-CHENNAI
L63892TN2022OPC464106,TECH CAPITAL LIMITED,Public,Company limited by guarantee,State Govt company,17/01/2022,38356752,3148345,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"D-404, MG Road, Whitefield, Tamil Nadu - 422844",ROC-CHENNAI
U66799TN2022OPC878263,CORPORATIONS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,15/02/2022,12229460,16668087,Dissolved,WHOLESALE TRADE,"D-404, MG Road, Whitefield, Tamil Nadu - 462115",ROC-CHENNAI
L33448TN2014PLC478935,FINANCE LIMITED,Public,Unlimited Company,Non-govt company,23/10/2014,32883739,11858570,Amalgamated,EDUCATION,"B-202, Park Street, Borivali, Tamil Nadu - 544971",ROC-CHENNAI
L11224TN2019PLC815701,INDIA OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,05/12/2019,22845646,15453047,Active,EDUCATION,"E-505, Brigade Road, Borivali, Tamil Nadu - 502882",ROC-CHENNAI
U78069TN2004PLC150148,INDUSTRIES REALTY INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,23/04/2004,11092770,21169729,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"C-303, MG Road, Whitefield, Tamil Nadu - 505429",ROC-CHENNAI
U77050TN2012OPC395740,DEVELOPERS VENTURES FOODS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,25/08/2012,6479100,10206420,Strike Off,WHOLESALE TRADE,"D-404, Park Street, Whitefield, Tamil Nadu - 506890",ROC-CHENNAI
L96019TN2022PLC320415,CHEMICALS CONSULTANCY CORPORATIONS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,22/09/2022,32175048,16511804,Dissolved,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Adyar, Tamil Nadu - 408083",ROC-CHENNAI
U99911TN2004PTC757404,REALTY INDUSTRIES TECHNOLOGIES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,05/12/2004,7917362,11802947,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"D-404, MG Road, Borivali, Tamil Nadu - 407011",ROC-CHENNAI
L70269TN2005PTC315266,INDIA ENTERPRISES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,21/07/2005,35537717,16948488,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Adyar, Tamil Nadu - 528426",ROC-CHENNAI
L16694TN2015PTC609559,EXPORTS LIMITED,Public,Unlimited Company,State Govt company,30/03/2015,41702268,24559354,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, MG Road, Adyar, Tamil Nadu - 428165",ROC-CHENNAI
L98330TN2003OPC759305,INDIA FOODS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,03/06/2003,6034172,2237057,Under Liquidation,WHOLESALE TRADE,"D-404, Anna Salai, Andheri, Tamil Nadu - 417107",ROC-CHENNAI
U58024TN2022PLC980163,EXPORTS INTERNATIONAL LIMITED,One Person Company,Unlimited Company,Non-govt company,22/09/2022,41609984,9929162,Active,EDUCATION,"C-303, MG Road, Whitefield, Tamil Nadu - 529863",ROC-CHENNAI
U28592TN2002PLC503117,CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,03/06/2002,2347842,2663026,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Link Road, Whitefield, Tamil Nadu - 449002",ROC-CHENNAI
U16234TN2011PTC755005,IMPORTS DEVELOPERS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,18/03/2011,4999477,17520482,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Brigade Road, Andheri, Tamil Nadu - 465488",ROC-CHENNAI
U68061TN2012PLC649881,FOODS CHEMICALS TRADING LIMITED,Public,Company limited by shares,Non-govt company,26/06/2012,38980913,13527316,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, Link Road, Whitefield, Tamil Nadu - 510710",ROC-CHENNAI
U75572TN2006PTC518945,INNOVATIONS CORPORATIONS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,04/12/2006,39547140,22573925,Dissolved,CONSTRUCTION,"C-303, Brigade Road, Adyar, Tamil Nadu - 534590",ROC-CHENNAI
L43576TN2022PLC321691,SYSTEMS SOLUTIONS LIMITED,Private,Unlimited Company,Non-govt company,10/09/2022,6866405,24653189,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Borivali, Tamil Nadu - 472607",ROC-CHENNAI
L93824TN2013OPC810450,ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,17/03/2013,44506293,7328694,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Satellite, Tamil Nadu - 438543",ROC-CHENNAI
U33973TN2021PTC722419,MANUFACTURING CAPITAL CORPORATIONS LIMITED,Private,Company limited by guarantee,Non-govt company,31/10/2021,49534115,14627697,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Andheri, Tamil Nadu - 489273",ROC-CHENNAI
L88647TN2006PTC912653,INTERNATIONAL EDUCATION OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,16/07/2006,47834748,12063834,Dissolved,WHOLESALE TRADE,"B-202, Park Street, Satellite, Tamil Nadu - 455991",ROC-CHENNAI
L75512TN2000OPC698663,GLOBAL LIMITED,Public,Unlimited Company,Non-govt company,24/11/2000,25220058,7061206,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"B-202, Link Road, Andheri, Tamil Nadu - 402693",ROC-CHENNAI
L57574TN2022PLC756595,GLOBAL IMPORTS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,23/03/2022,27687220,11832982,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Adyar, Tamil Nadu - 499008",ROC-CHENNAI
L45218TN2001PTC985244,EXPORTS TECH OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,31/12/2001,41835125,9937063,Amalgamated,CONSTRUCTION,"C-303, Park Street, Satellite, Tamil Nadu - 549124",ROC-CHENNAI
L83342TN2014PTC670198,INTERNATIONAL PRIVATE LIMITED,Private,Company limited by shares,State Govt company,03/03/2014,11265478,2706720,Amalgamated,RETAIL TRADE,"A-101, Park Street, Satellite, Tamil Nadu - 402137",ROC-CHENNAI
L91724TN2002PTC752423,INTERNATIONAL LIMITED,One Person Company,Company limited by guarantee,Non-govt company,02/07/2002,37232183,22264041,Dissolved,FINANCIAL SERVICE ACTIVITIES,"D-404, Park Street, Borivali, Tamil Nadu - 501357",ROC-CHENNAI
U14061TN2009PLC256385,DEVELOPERS SERVICES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,29/08/2009,36460068,22385185,Amalgamated,RETAIL TRADE,"D-404, Brigade Road, Andheri, Tamil Nadu - 403447",ROC-CHENNAI
U39071TN2024OPC276188,EDUCATION OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,24/07/2024,14936860,19298561,Active,MANUFACTURING (CHEMICALS),"E-505, MG Road, Borivali, Tamil Nadu - 420524",ROC-CHENNAI
U50605TN2002PTC948793,TRADING LIMITED,One Person Company,Company limited by shares,Non-govt company,22/09/2002,15895266,23478240,Dissolved,MANUFACTURING (TEXTILES),"C-303, Brigade Road, Andheri, Tamil Nadu - 487507",ROC-CHENNAI
U16924TN2004PTC405826,INDIA LIMITED,Private,Unlimited Company,State Govt company,17/02/2004,22632664,7375039,Amalgamated,COMPUTER PROGRAMMING,"E-505, MG Road, Adyar, Tamil Nadu - 489270",ROC-CHENNAI
U94545TN2006OPC975835,CORPORATIONS SYSTEMS EDUCATION LIMITED,One Person Company,Company limited by guarantee,State Govt company,28/06/2006,5200546,9303682,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Satellite, Tamil Nadu - 525684",ROC-CHENNAI
L20178TN2000PTC840797,CONSULTANCY MANUFACTURING PRIVATE LIMITED,Private,Unlimited Company,State Govt company,10/07/2000,29430470,13654109,Strike Off,INFORMATION SERVICE ACTIVITIES,"C-303, Anna Salai, Satellite, Tamil Nadu - 479469",ROC-CHENNAI
L63285TN2002PLC429983,ENTERPRISES VENTURES INNOVATIONS LIMITED,Private,Company limited by shares,State Govt company,24/03/2002,13304701,4600362,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Anna Salai, Borivali, Tamil Nadu - 513892",ROC-CHENNAI
U62197TN2013PLC606987,CORPORATIONS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,20/10/2013,42347178,7475056,Strike Off,COMPUTER PROGRAMMING,"D-404, Park Street, Borivali, Tamil Nadu - 519645",ROC-CHENNAI
L82581TN2023PTC909421,VENTURES GLOBAL PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,24/03/2023,12754943,5042505,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, MG Road, Satellite, Tamil Nadu - 488492",ROC-CHENNAI
L71060TN2016PLC374605,FINANCE LIMITED,Private,Company limited by shares,Non-govt company,01/05/2016,28563545,6327137,Active,FINANCIAL SERVICE ACTIVITIES,"B-202, MG Road, Andheri, Tamil Nadu - 535612",ROC-CHENNAI
L26896TN2024PTC510140,TEXTILES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,10/05/2024,40354641,8461304,Active,EDUCATION,"C-303, Brigade Road, Satellite, Tamil Nadu - 509018",ROC-CHENNAI
U57934TN2011PLC538163,ENTERPRISES IMPORTS TECHNOLOGIES LIMITED,Public,Company limited by guarantee,State Govt company,25/11/2011,22252533,18495782,Strike Off,FINANCIAL SERVICE ACTIVITIES,"E-505, Anna Salai, Andheri, Tamil Nadu - 408724",ROC-CHENNAI
U26038TN2019OPC563591,TRADING SERVICES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,04/12/2019,48418218,18509339,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, Link Road, Andheri, Tamil Nadu - 426509",ROC-CHENNAI
L68592TN2005OPC488804,ENTERPRISES TECH OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,19/02/2005,37089680,1137949,Active,REAL ESTATE ACTIVITIES,"A-101, MG Road, Borivali, Tamil Nadu - 467040",ROC-CHENNAI
U56920TN2023OPC824365,INNOVATIONS TRADING IMPORTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,07/10/2023,5671390,8316069,Active,MANUFACTURING (CHEMICALS),"D-404, Anna Salai, Borivali, Tamil Nadu - 507925",ROC-CHENNAI
U92542TN2002PLC115761,EDUCATION CAPITAL LIMITED,Private,Company limited by guarantee,State Govt company,09/11/2002,31831704,8833025,Strike Off,WHOLESALE TRADE,"D-404, MG Road, Satellite, Tamil Nadu - 483757",ROC-CHENNAI
L61712TN2009OPC289972,FINANCE PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,11/04/2009,26307946,13299650,Under Liquidation,CONSTRUCTION,"A-101, Brigade Road, Whitefield, Tamil Nadu - 455164",ROC-CHENNAI
U47259TN2001OPC892043,INNOVATIONS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,02/09/2001,23318969,6928439,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, Brigade Road, Borivali, Tamil Nadu - 492829",ROC-CHENNAI
L43113TN2006PLC699882,TRADING EDUCATION LIMITED,Private,Company limited by shares,State Govt company,13/12/2006,19795299,23971507,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"A-101, Park Street, Borivali, Tamil Nadu - 551633",ROC-CHENNAI
L66858TN2014PLC226140,REALTY OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,02/12/2014,12967581,9265367,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"E-505, Park Street, Borivali, Tamil Nadu - 463260",ROC-CHENNAI
U83386TN2016OPC126162,CHEMICALS TECH GLOBAL LIMITED,Private,Company limited by shares,Non-govt company,27/03/2016,2041549,4680933,Amalgamated,COMPUTER PROGRAMMING,"B-202, Park Street, Satellite, Tamil Nadu - 445230",ROC-CHENNAI
U69358TN2002OPC591355,EDUCATION ENTERPRISES SYSTEMS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,30/12/2002,16754787,20468647,Dissolved,MANUFACTURING (CHEMICALS),"C-303, MG Road, Whitefield, Tamil Nadu - 488286",ROC-CHENNAI
U47348TN2012PLC718978,ENTERPRISES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,20/11/2012,18468991,2907370,Amalgamated,COMPUTER PROGRAMMING,"E-505, Park Street, Borivali, Tamil Nadu - 509198",ROC-CHENNAI
L54945TN2007PLC426197,PHARMA FINANCE LIMITED,Private,Unlimited Company,State Govt company,25/02/2007,20684415,3546498,Amalgamated,WHOLESALE TRADE,"A-101, Link Road, Adyar, Tamil Nadu - 508370",ROC-CHENNAI
L75655TN2002PTC109352,INDUSTRIES INDIA PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,17/06/2002,6296220,11725108,Under Liquidation,EDUCATION,"E-505, Brigade Road, Whitefield, Tamil Nadu - 464569",ROC-CHENNAI
U98080TN2016PLC468120,GLOBAL EDUCATION PRIVATE LIMITED,Private,Company limited by shares,State Govt company,16/10/2016,18553378,7639325,Active,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Andheri, Tamil Nadu - 453768",ROC-CHENNAI
U92867TN2021PLC547975,PHARMA INDUSTRIES INVESTMENTS LIMITED,One Person Company,Company limited by guarantee,State Govt company,15/12/2021,10203322,2074909,Amalgamated,MANUFACTURING (CHEMICALS),"A-101, Link Road, Adyar, Tamil Nadu - 486118",ROC-CHENNAI
L90864TN2010OPC880463,SYSTEMS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,19/07/2010,19073259,377437,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Adyar, Tamil Nadu - 401998",ROC-CHENNAI
U38083TN2003OPC850576,PHARMA INVESTMENTS TRADING OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,07/06/2003,37376843,13427820,Amalgamated,RETAIL TRADE,"A-101, MG Road, Whitefield, Tamil Nadu - 502314",ROC-CHENNAI
U84569TN2024PTC372894,INDIA FOODS LIMITED,One Person Company,Company limited by guarantee,State Govt company,24/07/2024,28750265,15621023,Amalgamated,CONSTRUCTION,"D-404, Link Road, Andheri, Tamil Nadu - 517719",ROC-CHENNAI
L24267TN2014PTC546022,CAPITAL CORPORATIONS INDUSTRIES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,05/06/2014,36387180,2101763,Under Liquidation,CONSTRUCTION,"D-404, Park Street, Adyar, Tamil Nadu - 403501",ROC-CHENNAI
L52185TN2006OPC510469,EDUCATION PHARMA PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,16/07/2006,30803078,5170482,Dissolved,MANUFACTURING (CHEMICALS),"D-404, Brigade Road, Andheri, Tamil Nadu - 474016",ROC-CHENNAI
U89524TN2021OPC833261,GLOBAL TECHNOLOGIES SOLUTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,28/02/2021,48465905,229174,Active,MANUFACTURING (TEXTILES),"B-202, MG Road, Satellite, Tamil Nadu - 463098",ROC-CHENNAI
L24837TN2014OPC350808,EDUCATION PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,08/07/2014,47644295,5097357,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, MG Road, Whitefield, Tamil Nadu - 416137",ROC-CHENNAI
U84223TN2015OPC605749,GLOBAL REALTY MANUFACTURING LIMITED,Public,Unlimited Company,State Govt company,20/11/2015,35381669,19898341,Active,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Andheri, Tamil Nadu - 472615",ROC-CHENNAI
