CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L65766KA2016OPC475675,TEXTILES LIMITED,Private,Unlimited Company,State Govt company,03/01/2016,12670752,19150870,Under Liquidation,MANUFACTURING (TEXTILES),"C-303, Anna Salai, Andheri, Karnataka - 554956",ROC-BANGALORE
L96644KA2022OPC331379,MANUFACTURING TECH OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,17/12/2022,21716656,6701979,Strike Off,MANUFACTURING (CHEMICALS),"E-505, Brigade Road, Andheri, Karnataka - 405815",ROC-BANGALORE
U52685KA2009OPC557286,INTERNATIONAL PHARMA LIMITED,Private,Company limited by shares,Non-govt company,20/03/2009,3555247,7324642,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Andheri, Karnataka - 410397",ROC-BANGALORE
U99808KA2007PTC924540,SYSTEMS EDUCATION CHEMICALS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,31/12/2007,34900928,17578663,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Anna Salai, Whitefield, Karnataka - 429069",ROC-BANGALORE
L91843KA2005PLC113010,FOODS EDUCATION OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,01/07/2005,8354367,2279119,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"D-404, Link Road, Satellite, Karnataka - 467656",ROC-BANGALORE
L54202KA2023OPC522583,IMPORTS MANUFACTURING LIMITED,One Person Company,Unlimited Company,State Govt company,11/10/2023,7025624,23966995,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Adyar, Karnataka - 463824",ROC-BANGALORE
L92431KA2016PTC829954,DEVELOPERS CONSULTANCY LIMITED,Private,Company limited by guarantee,State Govt company,21/04/2016,26534250,7196905,Active,INFORMATION SERVICE ACTIVITIES,"B-202, MG Road, Borivali, Karnataka - 439154",ROC-BANGALORE
L96833KA2008PLC710812,SYSTEMS CHEMICALS LIMITED,One Person Company,Company limited by shares,State Govt company,20/07/2008,14953430,22907049,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"D-404, Anna Salai, Borivali, Karnataka - 527515",ROC-BANGALORE
U24897KA2005PTC763921,IMPORTS LIMITED,One Person Company,Unlimited Company,Non-govt company,25/12/2005,20204839,16485393,Dissolved,MANUFACTURING (TEXTILES),"C-303, Link Road, Adyar, Karnataka - 474054",ROC-BANGALORE
L38276KA2007PTC924111,FOODS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,15/09/2007,6447091,7291271,Under Liquidation,RETAIL TRADE,"E-505, Anna Salai, Borivali, Karnataka - 426498",ROC-BANGALORE
U21503KA2006PTC462965,INTERNATIONAL CHEMICALS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,03/10/2006,41744547,13656155,Active,MANUFACTURING (CHEMICALS),"A-101, Link Road, Whitefield, Karnataka - 489083",ROC-BANGALORE
L96713KA2006PTC452726,INNOVATIONS MANUFACTURING PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,09/02/2006,6250780,18480487,Amalgamated,CONSTRUCTION,"C-303, Park Street, Satellite, Karnataka - 433465",ROC-BANGALORE
U86033KA2015PTC651603,HEALTHCARE PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,04/07/2015,32112136,2681979,Under Liquidation,WHOLESALE TRADE,"E-505, Anna Salai, Borivali, Karnataka - 414757",ROC-BANGALORE
L89041KA2013PTC828731,FOODS GLOBAL VENTURES PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,29/10/2013,23138436,22781208,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Satellite, Karnataka - 512172",ROC-BANGALORE
L68931KA2006PLC707550,CHEMICALS LIMITED,One Person Company,Company limited by shares,State Govt company,05/05/2006,26377361,1424471,Active,MANUFACTURING (TEXTILES),"E-505, MG Road, Whitefield, Karnataka - 517398",ROC-BANGALORE
L33696KA2002OPC320692,REALTY OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,09/09/2002,21571360,24998639,Under Liquidation,CONSTRUCTION,"D-404, Brigade Road, Borivali, Karnataka - 519496",ROC-BANGALORE
U24928KA2007OPC895325,IMPORTS LIMITED,One Person Company,Unlimited Company,State Govt company,23/08/2007,21889614,16227462,Dissolved,COMPUTER PROGRAMMING,"E-505, Park Street, Borivali, Karnataka - 461947",ROC-BANGALORE
U49941KA2012OPC179890,CONSULTANCY CHEMICALS SOLUTIONS LIMITED,Public,Company limited by guarantee,State Govt company,05/02/2012,16936003,9333197,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Whitefield, Karnataka - 411186",ROC-BANGALORE
L96669KA2006PLC436538,INNOVATIONS CONSULTANCY LIMITED,Public,Company limited by guarantee,Non-govt company,20/02/2006,49118453,11537610,Amalgamated,MANUFACTURING (CHEMICALS),"E-505, Brigade Road, Whitefield, Karnataka - 426839",ROC-BANGALORE
L64690KA2020PTC794241,REALTY EXPORTS HEALTHCARE PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,25/04/2020,20869925,11802426,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"B-202, Anna Salai, Satellite, Karnataka - 465533",ROC-BANGALORE
U62239KA2023OPC568536,GLOBAL TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,04/06/2023,46336769,13317025,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Andheri, Karnataka - 525126",ROC-BANGALORE
L56228KA2012PLC847086,DEVELOPERS ENTERPRISES LIMITED,Private,Company limited by guarantee,Non-govt company,05/09/2012,34770674,23277678,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Borivali, Karnataka - 506170",ROC-BANGALORE
U48823KA2020PLC425036,INNOVATIONS TECHNOLOGIES CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,25/02/2020,14613888,10030236,Strike Off,COMPUTER PROGRAMMING,"E-505, Brigade Road, Satellite, Karnataka - 530945",ROC-BANGALORE
U62696KA2021PTC576312,SYSTEMS INTERNATIONAL PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,02/06/2021,35603099,19437989,Strike Off,RETAIL TRADE,"E-505, Brigade Road, Borivali, Karnataka - 426697",ROC-BANGALORE
L43426KA2002PTC835725,TEXTILES CORPORATIONS DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,12/10/2002,20532228,22718645,Dissolved,COMPUTER PROGRAMMING,"C-303, Link Road, Adyar, Karnataka - 448304",ROC-BANGALORE
L35541KA2001PLC954363,EDUCATION REALTY TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,23/12/2001,40430871,6075605,Strike Off,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Andheri, Karnataka - 447780",ROC-BANGALORE
U66543KA2011PTC543331,FINANCE DEVELOPERS CHEMICALS LIMITED,Public,Unlimited Company,Non-govt company,22/05/2011,8159798,9980359,Active,FINANCIAL SERVICE ACTIVITIES,"C-303, Park Street, Andheri, Karnataka - 538284",ROC-BANGALORE
L17387KA2014PTC290160,PHARMA PRIVATE LIMITED,Public,Company limited by shares,State Govt company,20/06/2014,43617009,11102160,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Karnataka - 549904",ROC-BANGALORE
L81017KA2001OPC848630,CONSULTANCY FOODS LIMITED,One Person Company,Company limited by guarantee,State Govt company,28/03/2001,5854688,3143684,Active,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Whitefield, Karnataka - 451578",ROC-BANGALORE
L68682KA2004PTC622973,CHEMICALS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,17/10/2004,13021589,15720164,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"D-404, MG Road, Andheri, Karnataka - 410775",ROC-BANGALORE
U16845KA2015PLC982776,CAPITAL REALTY INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,25/11/2015,21091615,5775998,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, MG Road, Whitefield, Karnataka - 424903",ROC-BANGALORE
U94943KA2001PLC625734,CHEMICALS FOODS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,26/03/2001,10839609,18236609,Strike Off,MANUFACTURING (CHEMICALS),"D-404, Link Road, Whitefield, Karnataka - 421420",ROC-BANGALORE
L96553KA2018PTC137365,TECHNOLOGIES PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,21/01/2018,9752218,9177945,Amalgamated,INFORMATION SERVICE ACTIVITIES,"C-303, Anna Salai, Adyar, Karnataka - 433287",ROC-BANGALORE
U25833KA2007PTC896632,FINANCE INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,16/04/2007,25846258,1997173,Strike Off,CONSTRUCTION,"A-101, Anna Salai, Andheri, Karnataka - 489278",ROC-BANGALORE
U37923KA2015OPC396886,TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,18/07/2015,13553757,107437,Active,MANUFACTURING (TEXTILES),"B-202, Link Road, Andheri, Karnataka - 536382",ROC-BANGALORE
L59416KA2023PTC152103,CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,13/03/2023,42992847,17549529,Strike Off,WHOLESALE TRADE,"B-202, Brigade Road, Borivali, Karnataka - 557026",ROC-BANGALORE
L30139KA2007OPC618178,TRADING FINANCE INNOVATIONS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,23/01/2007,12564643,12690611,Under Liquidation,WHOLESALE TRADE,"D-404, Park Street, Adyar, Karnataka - 427806",ROC-BANGALORE
U27317KA2012OPC451363,CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,09/09/2012,38418073,13355723,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Andheri, Karnataka - 539446",ROC-BANGALORE
U61427KA2020PLC953325,SOLUTIONS INNOVATIONS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,28/10/2020,4373260,10889273,Dissolved,FINANCIAL SERVICE ACTIVITIES,"C-303, Anna Salai, Adyar, Karnataka - 425716",ROC-BANGALORE
L78777KA2001PTC401890,CAPITAL EDUCATION LIMITED,One Person Company,Company limited by shares,State Govt company,06/06/2001,44028564,4115922,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Brigade Road, Borivali, Karnataka - 513018",ROC-BANGALORE
L72692KA2011PTC332137,TECHNOLOGIES HEALTHCARE PRIVATE LIMITED,Public,Company limited by shares,State Govt company,07/10/2011,45152477,4660396,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"B-202, MG Road, Andheri, Karnataka - 439199",ROC-BANGALORE
L83953KA2022OPC456024,CAPITAL IMPORTS PHARMA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,28/09/2022,6188223,15009939,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"B-202, Anna Salai, Adyar, Karnataka - 441645",ROC-BANGALORE
U11782KA2012PTC431177,ENTERPRISES INNOVATIONS GLOBAL PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,19/04/2012,44801008,6956429,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Satellite, Karnataka - 410726",ROC-BANGALORE
U14394KA2012OPC420272,HEALTHCARE PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,30/10/2012,25148228,12598462,Under Liquidation,WHOLESALE TRADE,"E-505, MG Road, Adyar, Karnataka - 519796",ROC-BANGALORE
U49162KA2004PTC801703,IMPORTS CONSTRUCTIONS EXPORTS LIMITED,One Person Company,Unlimited Company,State Govt company,18/10/2004,13920781,3840762,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Park Street, Whitefield, Karnataka - 401846",ROC-BANGALORE
L60986KA2007PTC778260,TRADING CHEMICALS EXPORTS LIMITED,One Person Company,Company limited by guarantee,State Govt company,09/09/2007,10943041,8067934,Active,MANUFACTURING (FOOD PRODUCTS),"C-303, MG Road, Satellite, Karnataka - 409468",ROC-BANGALORE
U34819KA2018OPC548983,FOODS TRADING OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,08/06/2018,11197399,18562085,Amalgamated,CONSTRUCTION,"E-505, Anna Salai, Adyar, Karnataka - 444464",ROC-BANGALORE
L33529KA2014PLC392171,CONSTRUCTIONS SOLUTIONS INDIA LIMITED,Private,Company limited by guarantee,State Govt company,23/06/2014,16270799,21383088,Amalgamated,REAL ESTATE ACTIVITIES,"A-101, Brigade Road, Borivali, Karnataka - 526592",ROC-BANGALORE
U25261KA2005PLC237608,INVESTMENTS ENTERPRISES TECHNOLOGIES LIMITED,Public,Company limited by guarantee,State Govt company,01/04/2005,40017838,2866235,Active,REAL ESTATE ACTIVITIES,"C-303, MG Road, Whitefield, Karnataka - 553611",ROC-BANGALORE
L78725KA2004PTC457200,CONSULTANCY EDUCATION TRADING LIMITED,Private,Unlimited Company,State Govt company,21/05/2004,28880737,7220802,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"E-505, Link Road, Borivali, Karnataka - 425620",ROC-BANGALORE
L28681KA2010OPC278453,INTERNATIONAL TRADING EDUCATION LIMITED,Private,Unlimited Company,Non-govt company,13/03/2010,41380398,21556717,Strike Off,INFORMATION SERVICE ACTIVITIES,"B-202, Park Street, Borivali, Karnataka - 500388",ROC-BANGALORE
L23753KA2015PTC477826,CONSTRUCTIONS CHEMICALS REALTY PRIVATE LIMITED,Public,Company limited by shares,State Govt company,29/05/2015,31328260,6686940,Strike Off,EDUCATION,"E-505, Brigade Road, Borivali, Karnataka - 409783",ROC-BANGALORE
L66591KA2009PTC585440,DEVELOPERS IMPORTS REALTY OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,08/03/2009,44018187,6093590,Active,MANUFACTURING (TEXTILES),"E-505, Brigade Road, Whitefield, Karnataka - 543376",ROC-BANGALORE
L91643KA2013PLC143157,INNOVATIONS PHARMA LIMITED,Public,Company limited by shares,State Govt company,13/09/2013,6372241,23337125,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, MG Road, Satellite, Karnataka - 479437",ROC-BANGALORE
L19410KA2014PTC590340,CAPITAL REALTY FINANCE OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,10/07/2014,24123249,6072423,Active,WHOLESALE TRADE,"D-404, Brigade Road, Whitefield, Karnataka - 433939",ROC-BANGALORE
U62040KA2012OPC821769,CONSTRUCTIONS CAPITAL OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,06/06/2012,17283944,997498,Active,REAL ESTATE ACTIVITIES,"A-101, Brigade Road, Borivali, Karnataka - 536162",ROC-BANGALORE
U78894KA2014PLC940816,EXPORTS CONSTRUCTIONS CHEMICALS PRIVATE LIMITED,Public,Company limited by shares,State Govt company,14/11/2014,5972911,15907209,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Andheri, Karnataka - 508395",ROC-BANGALORE
L96961KA2019PLC520175,TECHNOLOGIES CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,16/07/2019,32155311,16597112,Under Liquidation,RETAIL TRADE,"A-101, MG Road, Andheri, Karnataka - 434805",ROC-BANGALORE
U15225KA2009PTC935014,FOODS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,16/08/2009,5976547,8102855,Active,MANUFACTURING (TEXTILES),"A-101, Brigade Road, Andheri, Karnataka - 452029",ROC-BANGALORE
U75916KA2009OPC754184,TECHNOLOGIES SERVICES TEXTILES LIMITED,Private,Company limited by shares,Non-govt company,11/08/2009,38766435,7840455,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Borivali, Karnataka - 403222",ROC-BANGALORE
L37169KA2004PTC193710,VENTURES LIMITED,Private,Company limited by shares,State Govt company,25/04/2004,37539868,14125227,Under Liquidation,COMPUTER PROGRAMMING,"C-303, Brigade Road, Adyar, Karnataka - 426220",ROC-BANGALORE
U20063KA2010OPC858837,INDUSTRIES TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,09/10/2010,38571773,7675277,Amalgamated,EDUCATION,"D-404, Anna Salai, Whitefield, Karnataka - 424463",ROC-BANGALORE
L91523KA2002PLC284996,INDIA CAPITAL PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,05/08/2002,29663084,5159120,Strike Off,MANUFACTURING (TEXTILES),"B-202, Link Road, Satellite, Karnataka - 422712",ROC-BANGALORE
L29051KA2004OPC107085,FINANCE PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,06/05/2004,19535990,18407983,Active,RETAIL TRADE,"E-505, Anna Salai, Andheri, Karnataka - 535835",ROC-BANGALORE
L46433KA2019OPC960469,EXPORTS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,17/04/2019,1355867,19399678,Dissolved,CONSTRUCTION,"C-303, Link Road, Adyar, Karnataka - 430265",ROC-BANGALORE
L10929KA2000PTC274146,INDUSTRIES DEVELOPERS CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,17/08/2000,48365569,22694252,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Borivali, Karnataka - 557971",ROC-BANGALORE
L29210KA2015PLC447406,CAPITAL LIMITED,Public,Company limited by guarantee,Non-govt company,19/06/2015,35968925,5570502,Active,HUMAN HEALTH AND SOCIAL WORK,"E-505, Brigade Road, Borivali, Karnataka - 467193",ROC-BANGALORE
L90778KA2004PLC545540,CHEMICALS LIMITED,Public,Company limited by shares,State Govt company,20/06/2004,29840585,13719219,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, MG Road, Borivali, Karnataka - 485390",ROC-BANGALORE
U14118KA2008OPC777818,CONSTRUCTIONS LIMITED,Public,Unlimited Company,State Govt company,24/03/2008,22686123,1521800,Dissolved,CONSTRUCTION,"D-404, MG Road, Borivali, Karnataka - 432888",ROC-BANGALORE
U60545KA2022PTC788259,CAPITAL CHEMICALS TRADING OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,24/01/2022,28793119,6135787,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Anna Salai, Andheri, Karnataka - 449836",ROC-BANGALORE
U17950KA2014PLC885735,CORPORATIONS LIMITED,One Person Company,Company limited by shares,Non-govt company,24/03/2014,25736323,4982750,Under Liquidation,COMPUTER PROGRAMMING,"D-404, Anna Salai, Satellite, Karnataka - 411468",ROC-BANGALORE
L52458KA2006OPC272712,SYSTEMS CAPITAL OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,09/03/2006,19294908,16124423,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Andheri, Karnataka - 500269",ROC-BANGALORE
L43083KA2021PTC927954,SYSTEMS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,31/01/2021,37219785,5254936,Dissolved,COMPUTER PROGRAMMING,"B-202, Link Road, Adyar, Karnataka - 438895",ROC-BANGALORE
U98437KA2018OPC708354,CAPITAL TECH OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,29/12/2018,44983491,19621126,Dissolved,MANUFACTURING (FOOD PRODUCTS),"A-101, Park Street, Andheri, Karnataka - 478143",ROC-BANGALORE
U71505KA2023PTC763407,SYSTEMS LIMITED,One Person Company,Company limited by guarantee,State Govt company,30/06/2023,32645703,7337302,Active,WHOLESALE TRADE,"C-303, MG Road, Whitefield, Karnataka - 493001",ROC-BANGALORE
U44875KA2017PTC295871,TRADING FOODS MANUFACTURING OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,22/03/2017,43574421,2102745,Amalgamated,CONSTRUCTION,"C-303, Link Road, Andheri, Karnataka - 500932",ROC-BANGALORE
L63326KA2011PTC193448,SOLUTIONS DEVELOPERS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,05/07/2011,41435073,408243,Active,EDUCATION,"C-303, Anna Salai, Adyar, Karnataka - 472879",ROC-BANGALORE
U86537KA2023PTC145980,SYSTEMS SOLUTIONS DEVELOPERS LIMITED,One Person Company,Company limited by shares,Non-govt company,24/01/2023,39580322,24758100,Amalgamated,CONSTRUCTION,"A-101, MG Road, Borivali, Karnataka - 538823",ROC-BANGALORE
U23904KA2022PLC671066,CONSTRUCTIONS TRADING FOODS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,29/11/2022,12963372,4333507,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Anna Salai, Satellite, Karnataka - 443589",ROC-BANGALORE
L40759KA2011PTC733264,MANUFACTURING INDUSTRIES LIMITED,One Person Company,Unlimited Company,Non-govt company,26/04/2011,11984862,11670065,Amalgamated,RETAIL TRADE,"A-101, MG Road, Borivali, Karnataka - 457078",ROC-BANGALORE
L44789KA2003PLC182912,INNOVATIONS CHEMICALS MANUFACTURING LIMITED,Private,Company limited by shares,Non-govt company,09/11/2003,17796087,23385501,Active,MANUFACTURING (FOOD PRODUCTS),"B-202, Brigade Road, Satellite, Karnataka - 444004",ROC-BANGALORE
L91988KA2024PLC624414,TECH INTERNATIONAL INDUSTRIES LIMITED,Private,Company limited by guarantee,State Govt company,22/03/2024,22716672,22887315,Dissolved,COMPUTER PROGRAMMING,"B-202, MG Road, Andheri, Karnataka - 498445",ROC-BANGALORE
L83194KA2002PLC187025,CONSTRUCTIONS TECHNOLOGIES LIMITED,Public,Company limited by guarantee,State Govt company,01/05/2002,21007629,22354093,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Adyar, Karnataka - 490323",ROC-BANGALORE
L24076KA2019PLC407921,VENTURES SYSTEMS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,08/09/2019,31419042,7117774,Under Liquidation,CONSTRUCTION,"A-101, MG Road, Satellite, Karnataka - 470286",ROC-BANGALORE
L37728KA2013OPC513471,TECH CORPORATIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,31/03/2013,1170187,9946400,Amalgamated,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Andheri, Karnataka - 448840",ROC-BANGALORE
