CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L82115GJ2017PTC735271,ENTERPRISES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,20/05/2017,33514956,19391579,Amalgamated,CONSTRUCTION,"B-202, Brigade Road, Whitefield, Gujarat - 538825",ROC-AHMEDABAD
L63893GJ2023PTC614190,IMPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,28/05/2023,29853380,20203417,Dissolved,EDUCATION,"E-505, Park Street, Satellite, Gujarat - 477143",ROC-AHMEDABAD
L59741GJ2018OPC733615,CORPORATIONS LIMITED,Public,Company limited by guarantee,State Govt company,11/07/2018,14027021,7467157,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Satellite, Gujarat - 488951",ROC-AHMEDABAD
L33254GJ2016OPC909695,CORPORATIONS TECHNOLOGIES SOLUTIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,01/02/2016,25266177,24973600,Dissolved,REAL ESTATE ACTIVITIES,"E-505, Link Road, Andheri, Gujarat - 483928",ROC-AHMEDABAD
U86941GJ2018PTC282627,REALTY CORPORATIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,11/09/2018,48642091,5740891,Active,INFORMATION SERVICE ACTIVITIES,"D-404, Park Street, Adyar, Gujarat - 554875",ROC-AHMEDABAD
U30622GJ2003PLC831682,PHARMA HEALTHCARE FOODS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,03/05/2003,10239649,16716224,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Gujarat - 493718",ROC-AHMEDABAD
U86372GJ2012PTC813865,PHARMA LIMITED,Public,Company limited by shares,Non-govt company,10/01/2012,38512651,19181868,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Andheri, Gujarat - 490904",ROC-AHMEDABAD
U92505GJ2020PTC835028,HEALTHCARE IMPORTS CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,09/04/2020,37181441,19225103,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, MG Road, Satellite, Gujarat - 465563",ROC-AHMEDABAD
U36991GJ2013PLC388252,CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,19/04/2013,26175335,21660712,Active,RETAIL TRADE,"E-505, MG Road, Andheri, Gujarat - 453759",ROC-AHMEDABAD
L74494GJ2011OPC634078,TRADING PRIVATE LIMITED,Public,Unlimited Company,State Govt company,25/02/2011,34209383,12864391,Strike Off,INFORMATION SERVICE ACTIVITIES,"A-101, Anna Salai, Adyar, Gujarat - 558467",ROC-AHMEDABAD
L73980GJ2003PLC526662,FINANCE GLOBAL PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,22/07/2003,11378502,20606186,Active,MANUFACTURING (TEXTILES),"E-505, MG Road, Andheri, Gujarat - 415698",ROC-AHMEDABAD
U51296GJ2005OPC885782,INNOVATIONS TECH INTERNATIONAL LIMITED,One Person Company,Company limited by guarantee,Non-govt company,01/11/2005,37778988,18401087,Amalgamated,MANUFACTURING (TEXTILES),"A-101, Brigade Road, Adyar, Gujarat - 528121",ROC-AHMEDABAD
L89945GJ2006OPC346194,EXPORTS SOLUTIONS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,15/09/2006,17547988,7244832,Strike Off,COMPUTER PROGRAMMING,"E-505, Link Road, Satellite, Gujarat - 430927",ROC-AHMEDABAD
L29699GJ2018PLC536163,INTERNATIONAL PHARMA LIMITED,Private,Unlimited Company,Non-govt company,29/01/2018,15091993,21214877,Strike Off,RETAIL TRADE,"B-202, Link Road, Satellite, Gujarat - 408080",ROC-AHMEDABAD
L16507GJ2015OPC557181,FINANCE TECH CAPITAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,27/05/2015,25733321,24474580,Strike Off,MANUFACTURING (FOOD PRODUCTS),"A-101, Park Street, Andheri, Gujarat - 499095",ROC-AHMEDABAD
L74577GJ2018PTC965305,TECH TEXTILES LIMITED,One Person Company,Unlimited Company,State Govt company,29/11/2018,3720974,24704257,Active,RETAIL TRADE,"C-303, Link Road, Satellite, Gujarat - 401963",ROC-AHMEDABAD
U13061GJ2005OPC852372,INDIA LIMITED,Private,Company limited by shares,State Govt company,18/03/2005,33583429,14044870,Dissolved,INFORMATION SERVICE ACTIVITIES,"D-404, Link Road, Whitefield, Gujarat - 530952",ROC-AHMEDABAD
U53680GJ2006PLC592467,CAPITAL EXPORTS LIMITED,Public,Company limited by shares,Non-govt company,01/11/2006,45405153,11680637,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Andheri, Gujarat - 510673",ROC-AHMEDABAD
L35030GJ2007OPC360240,FOODS LIMITED,One Person Company,Company limited by shares,State Govt company,03/08/2007,19428179,17874913,Under Liquidation,REAL ESTATE ACTIVITIES,"C-303, Anna Salai, Whitefield, Gujarat - 496218",ROC-AHMEDABAD
U60847GJ2015PLC221271,GLOBAL TRADING LIMITED,Public,Company limited by guarantee,State Govt company,04/05/2015,47133807,20738289,Under Liquidation,WHOLESALE TRADE,"C-303, Brigade Road, Andheri, Gujarat - 486350",ROC-AHMEDABAD
L56287GJ2008OPC651622,CORPORATIONS IMPORTS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,09/10/2008,27186266,3491446,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Anna Salai, Satellite, Gujarat - 520839",ROC-AHMEDABAD
U16655GJ2013PLC328257,CONSTRUCTIONS INTERNATIONAL OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,17/04/2013,25227736,5843967,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Adyar, Gujarat - 418247",ROC-AHMEDABAD
L75692GJ2005OPC817253,HEALTHCARE GLOBAL SERVICES LIMITED,One Person Company,Company limited by shares,State Govt company,17/11/2005,9700655,22395489,Strike Off,EDUCATION,"D-404, Brigade Road, Andheri, Gujarat - 475569",ROC-AHMEDABAD
U12175GJ2017PLC262773,INVESTMENTS TECH FINANCE LIMITED,One Person Company,Company limited by guarantee,State Govt company,05/11/2017,3376986,20418762,Active,MANUFACTURING (TEXTILES),"D-404, Anna Salai, Adyar, Gujarat - 435211",ROC-AHMEDABAD
L11228GJ2011PLC708346,TECH TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,14/03/2011,24764973,3199460,Active,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Borivali, Gujarat - 416050",ROC-AHMEDABAD
L29842GJ2021PLC600042,INVESTMENTS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,22/08/2021,24723715,17581773,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Park Street, Satellite, Gujarat - 434560",ROC-AHMEDABAD
U79705GJ2014PTC875942,HEALTHCARE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,25/03/2014,18214030,95041,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Adyar, Gujarat - 449954",ROC-AHMEDABAD
U81681GJ2015PLC763236,TECH INTERNATIONAL INVESTMENTS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,14/02/2015,6998440,14743381,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, MG Road, Borivali, Gujarat - 440532",ROC-AHMEDABAD
L71574GJ2005PLC731834,CHEMICALS EDUCATION FOODS LIMITED,Private,Unlimited Company,Non-govt company,14/09/2005,49834562,2185944,Active,WHOLESALE TRADE,"A-101, MG Road, Borivali, Gujarat - 451995",ROC-AHMEDABAD
L96735GJ2017PLC901449,INNOVATIONS PRIVATE LIMITED,Public,Company limited by shares,State Govt company,12/04/2017,11996394,22178490,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Adyar, Gujarat - 504834",ROC-AHMEDABAD
U74626GJ2011PLC494843,VENTURES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,04/06/2011,4209217,16059349,Under Liquidation,COMPUTER PROGRAMMING,"B-202, Link Road, Adyar, Gujarat - 554981",ROC-AHMEDABAD
L68271GJ2023PLC548636,CHEMICALS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,24/07/2023,8500073,14257614,Amalgamated,RETAIL TRADE,"A-101, Brigade Road, Satellite, Gujarat - 463838",ROC-AHMEDABAD
U20569GJ2015PTC525193,CHEMICALS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,13/07/2015,37158025,22765990,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"E-505, Park Street, Borivali, Gujarat - 557344",ROC-AHMEDABAD
U89035GJ2018PTC404827,SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,07/03/2018,24500154,9448118,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"D-404, MG Road, Whitefield, Gujarat - 559685",ROC-AHMEDABAD
L86948GJ2012PTC758621,PHARMA PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,24/03/2012,13215148,17140317,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"A-101, Brigade Road, Andheri, Gujarat - 444203",ROC-AHMEDABAD
L36872GJ2003PTC471881,PHARMA LIMITED,Private,Company limited by guarantee,Non-govt company,01/02/2003,42538197,17630953,Amalgamated,WHOLESALE TRADE,"E-505, MG Road, Adyar, Gujarat - 505813",ROC-AHMEDABAD
U49566GJ2002OPC753388,PHARMA LIMITED,One Person Company,Unlimited Company,Non-govt company,24/06/2002,22087628,13861113,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, Park Street, Borivali, Gujarat - 408940",ROC-AHMEDABAD
L40642GJ2018PTC779412,MANUFACTURING LIMITED,Private,Company limited by guarantee,State Govt company,03/10/2018,46679232,4373458,Active,COMPUTER PROGRAMMING,"D-404, Park Street, Whitefield, Gujarat - 463578",ROC-AHMEDABAD
L55929GJ2009PLC655393,TECHNOLOGIES GLOBAL TRADING OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,03/12/2009,48266592,4166826,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"B-202, MG Road, Borivali, Gujarat - 496347",ROC-AHMEDABAD
L78529GJ2001PLC355601,SERVICES CONSULTANCY PRIVATE LIMITED,Private,Company limited by shares,State Govt company,16/01/2001,35010478,12400432,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Link Road, Borivali, Gujarat - 440760",ROC-AHMEDABAD
U61212GJ2005OPC183884,HEALTHCARE TRADING LIMITED,One Person Company,Company limited by guarantee,Non-govt company,01/03/2005,35179532,22067219,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, MG Road, Adyar, Gujarat - 506234",ROC-AHMEDABAD
U51222GJ2020OPC780723,TEXTILES TECH CHEMICALS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,23/04/2020,16665996,10040074,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Whitefield, Gujarat - 474924",ROC-AHMEDABAD
L26225GJ2010PLC346399,FOODS HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,15/09/2010,40292070,7328840,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Andheri, Gujarat - 454831",ROC-AHMEDABAD
L66499GJ2007PLC656182,FINANCE TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,18/08/2007,9978265,23628515,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"B-202, Anna Salai, Borivali, Gujarat - 453860",ROC-AHMEDABAD
U96304GJ2003PTC950384,CORPORATIONS INVESTMENTS DEVELOPERS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,23/07/2003,29676169,20112359,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"B-202, Link Road, Adyar, Gujarat - 518711",ROC-AHMEDABAD
L76460GJ2013OPC362133,CONSULTANCY PHARMA INTERNATIONAL LIMITED,Private,Unlimited Company,Non-govt company,03/07/2013,25215834,12389531,Amalgamated,REAL ESTATE ACTIVITIES,"A-101, Park Street, Satellite, Gujarat - 512388",ROC-AHMEDABAD
L26298GJ2021OPC885027,CHEMICALS LIMITED,One Person Company,Company limited by guarantee,State Govt company,23/08/2021,37280709,21658125,Under Liquidation,MANUFACTURING (CHEMICALS),"D-404, MG Road, Satellite, Gujarat - 475090",ROC-AHMEDABAD
L10803GJ2012PLC107003,CONSULTANCY CONSTRUCTIONS CHEMICALS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,15/10/2012,19417946,16646441,Active,MANUFACTURING (CHEMICALS),"A-101, MG Road, Satellite, Gujarat - 518748",ROC-AHMEDABAD
L76742GJ2013OPC525429,INNOVATIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,14/06/2013,20547985,7491341,Amalgamated,REAL ESTATE ACTIVITIES,"B-202, Link Road, Adyar, Gujarat - 471896",ROC-AHMEDABAD
L26211GJ2024PTC860433,REALTY EXPORTS DEVELOPERS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,25/10/2024,14267520,3683730,Strike Off,CONSTRUCTION,"E-505, Anna Salai, Satellite, Gujarat - 533864",ROC-AHMEDABAD
U14441GJ2010PLC880151,REALTY CONSULTANCY LIMITED,Private,Company limited by guarantee,Non-govt company,14/03/2010,30966981,21915682,Dissolved,MANUFACTURING (TEXTILES),"D-404, Link Road, Andheri, Gujarat - 504653",ROC-AHMEDABAD
L61407GJ2000OPC360993,IMPORTS TRADING HEALTHCARE OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,28/10/2000,2418596,14390807,Strike Off,ACCOMMODATION AND FOOD SERVICE,"D-404, Link Road, Satellite, Gujarat - 533249",ROC-AHMEDABAD
U61606GJ2006PLC771969,CHEMICALS TRADING MANUFACTURING LIMITED,Public,Company limited by shares,Non-govt company,20/04/2006,3225126,3727915,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Anna Salai, Satellite, Gujarat - 482872",ROC-AHMEDABAD
L16707GJ2002PTC477539,HEALTHCARE INVESTMENTS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,24/11/2002,18927070,18094372,Amalgamated,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Satellite, Gujarat - 496839",ROC-AHMEDABAD
L18328GJ2020PTC996839,MANUFACTURING LIMITED,Private,Company limited by shares,Non-govt company,29/02/2020,41464828,4177753,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Adyar, Gujarat - 423420",ROC-AHMEDABAD
L29411GJ2014PLC956155,EDUCATION PHARMA LIMITED,Private,Company limited by shares,Non-govt company,11/09/2014,41810493,11673072,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Anna Salai, Whitefield, Gujarat - 416103",ROC-AHMEDABAD
U85427GJ2020PLC879896,INNOVATIONS INDIA VENTURES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,19/07/2020,33144033,8156675,Strike Off,RETAIL TRADE,"D-404, Anna Salai, Andheri, Gujarat - 471375",ROC-AHMEDABAD
L15086GJ2016PTC212806,INNOVATIONS PHARMA OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,29/12/2016,49762655,7916407,Dissolved,CONSTRUCTION,"C-303, Anna Salai, Satellite, Gujarat - 458981",ROC-AHMEDABAD
U40387GJ2011PTC851704,HEALTHCARE LIMITED,Public,Unlimited Company,Non-govt company,15/11/2011,28259931,8187858,Under Liquidation,CONSTRUCTION,"E-505, Link Road, Adyar, Gujarat - 408343",ROC-AHMEDABAD
U23949GJ2006PTC610345,CORPORATIONS TECH PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,26/07/2006,43703306,2574497,Under Liquidation,EDUCATION,"C-303, Anna Salai, Adyar, Gujarat - 471649",ROC-AHMEDABAD
L21719GJ2002PLC105753,EXPORTS CORPORATIONS FOODS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,26/04/2002,45570263,2756562,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Adyar, Gujarat - 513488",ROC-AHMEDABAD
L40896GJ2015PTC764331,CORPORATIONS TRADING INNOVATIONS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,10/05/2015,9694897,14581089,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Anna Salai, Whitefield, Gujarat - 403532",ROC-AHMEDABAD
L32522GJ2014OPC265346,CHEMICALS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,05/11/2014,16095400,628397,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, MG Road, Satellite, Gujarat - 500369",ROC-AHMEDABAD
U87916GJ2010OPC969103,EDUCATION OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,20/03/2010,4156760,18071807,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"A-101, MG Road, Satellite, Gujarat - 479628",ROC-AHMEDABAD
L83161GJ2012OPC760005,GLOBAL EXPORTS LIMITED,One Person Company,Unlimited Company,State Govt company,30/11/2012,19553068,13668095,Dissolved,MANUFACTURING (FOOD PRODUCTS),"B-202, Link Road, Satellite, Gujarat - 442900",ROC-AHMEDABAD
U22968GJ2024OPC125399,GLOBAL PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,11/02/2024,35624777,23251453,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Whitefield, Gujarat - 459805",ROC-AHMEDABAD
U28530GJ2005PTC692313,TRADING PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,28/11/2005,36299606,4634579,Strike Off,MANUFACTURING (CHEMICALS),"D-404, MG Road, Satellite, Gujarat - 467390",ROC-AHMEDABAD
L44706GJ2003OPC550021,INDUSTRIES PHARMA LIMITED,Private,Company limited by shares,Non-govt company,15/04/2003,32275764,853830,Amalgamated,CONSTRUCTION,"A-101, Brigade Road, Whitefield, Gujarat - 451537",ROC-AHMEDABAD
U35107GJ2003OPC438516,CHEMICALS INVESTMENTS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,10/02/2003,40793884,18064212,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Anna Salai, Adyar, Gujarat - 448915",ROC-AHMEDABAD
U91492GJ2003PTC343223,SOLUTIONS VENTURES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,21/01/2003,19602285,16203224,Active,WHOLESALE TRADE,"D-404, Anna Salai, Satellite, Gujarat - 426741",ROC-AHMEDABAD
U88393GJ2004OPC882561,PHARMA PRIVATE LIMITED,Public,Unlimited Company,State Govt company,08/10/2004,26562580,23179734,Amalgamated,EDUCATION,"B-202, Brigade Road, Adyar, Gujarat - 440166",ROC-AHMEDABAD
U22239GJ2000OPC898871,CONSULTANCY PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,23/01/2000,36503784,22219354,Active,RETAIL TRADE,"E-505, Brigade Road, Whitefield, Gujarat - 509146",ROC-AHMEDABAD
L99946GJ2023PLC515539,TECHNOLOGIES DEVELOPERS FOODS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,03/09/2023,12358504,22233644,Active,FINANCIAL SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Gujarat - 422648",ROC-AHMEDABAD
L49584GJ2017PLC689931,MANUFACTURING LIMITED,One Person Company,Company limited by shares,State Govt company,05/08/2017,14332842,5807204,Dissolved,EDUCATION,"E-505, Brigade Road, Satellite, Gujarat - 462353",ROC-AHMEDABAD
U89950GJ2011PTC638218,TECHNOLOGIES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,24/08/2011,39741137,9156401,Dissolved,REAL ESTATE ACTIVITIES,"A-101, Anna Salai, Adyar, Gujarat - 495723",ROC-AHMEDABAD
U56703GJ2021PLC800129,CONSULTANCY INTERNATIONAL CAPITAL LIMITED,One Person Company,Unlimited Company,State Govt company,06/06/2021,37215758,20678625,Active,MANUFACTURING (CHEMICALS),"A-101, MG Road, Borivali, Gujarat - 528234",ROC-AHMEDABAD
U15858GJ2021OPC186497,HEALTHCARE FINANCE INTERNATIONAL LIMITED,One Person Company,Unlimited Company,State Govt company,12/12/2021,18996454,21997000,Strike Off,EDUCATION,"D-404, MG Road, Andheri, Gujarat - 511983",ROC-AHMEDABAD
U45653GJ2014PLC677686,REALTY OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,20/03/2014,42787017,24954874,Active,WHOLESALE TRADE,"A-101, Brigade Road, Andheri, Gujarat - 519733",ROC-AHMEDABAD
U36702GJ2000PTC300984,CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,09/03/2000,49297240,21762510,Active,REAL ESTATE ACTIVITIES,"C-303, Link Road, Whitefield, Gujarat - 419744",ROC-AHMEDABAD
U28947GJ2014OPC613802,TRADING INDUSTRIES CORPORATIONS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,10/11/2014,8933382,22427517,Strike Off,COMPUTER PROGRAMMING,"A-101, Link Road, Adyar, Gujarat - 526059",ROC-AHMEDABAD
L96614GJ2010PTC703402,CORPORATIONS GLOBAL FINANCE PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,20/12/2010,9634174,7231679,Amalgamated,CONSTRUCTION,"C-303, Anna Salai, Satellite, Gujarat - 431797",ROC-AHMEDABAD
U97124GJ2004PTC915324,GLOBAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,02/08/2004,30681740,23437128,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"B-202, Link Road, Borivali, Gujarat - 498805",ROC-AHMEDABAD
U61985GJ2017PLC747748,GLOBAL FINANCE PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,29/06/2017,16126282,15345395,Dissolved,INFORMATION SERVICE ACTIVITIES,"C-303, MG Road, Whitefield, Gujarat - 524240",ROC-AHMEDABAD
U84141GJ2006PTC914630,MANUFACTURING INTERNATIONAL LIMITED,Public,Company limited by guarantee,Non-govt company,16/09/2006,48124730,24683139,Strike Off,MANUFACTURING (FOOD PRODUCTS),"D-404, Anna Salai, Whitefield, Gujarat - 489534",ROC-AHMEDABAD
L85531GJ2005PTC240029,CAPITAL TECHNOLOGIES MANUFACTURING LIMITED,Public,Company limited by shares,Non-govt company,19/07/2005,619520,13431473,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, MG Road, Borivali, Gujarat - 505916",ROC-AHMEDABAD
U78860GJ2012PLC285926,HEALTHCARE MANUFACTURING LIMITED,One Person Company,Company limited by guarantee,Non-govt company,22/12/2012,3578688,864805,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, MG Road, Adyar, Gujarat - 484454",ROC-AHMEDABAD
L17549GJ2010PTC713870,SOLUTIONS FOODS MANUFACTURING OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,30/10/2010,27596638,671175,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Satellite, Gujarat - 447550",ROC-AHMEDABAD
U68426GJ2013OPC879801,INDIA SYSTEMS IMPORTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,25/09/2013,24761028,10313514,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Borivali, Gujarat - 409756",ROC-AHMEDABAD
