CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U43712MH2020PTC809293,CORPORATIONS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,08/04/2020,25934490,16562213,Under Liquidation,CONSTRUCTION,"C-303, Brigade Road, Adyar, Maharashtra - 421888",ROC-MUMBAI
U71549MH2016OPC906459,DEVELOPERS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,10/09/2016,13018691,14144152,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Borivali, Maharashtra - 538155",ROC-MUMBAI
L80653MH2020OPC858667,IMPORTS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,01/08/2020,27338510,23197899,Active,COMPUTER PROGRAMMING,"A-101, MG Road, Adyar, Maharashtra - 422726",ROC-MUMBAI
U61278MH2009PLC792409,SERVICES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,10/09/2009,19896841,15492847,Active,CONSTRUCTION,"D-404, Link Road, Satellite, Maharashtra - 544316",ROC-MUMBAI
L66448MH2020OPC792287,FINANCE PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,19/12/2020,10324675,15563371,Dissolved,COMPUTER PROGRAMMING,"E-505, Park Street, Adyar, Maharashtra - 526158",ROC-MUMBAI
U34697MH2004PLC223286,INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,20/12/2004,42163856,2079598,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, MG Road, Andheri, Maharashtra - 478617",ROC-MUMBAI
U73093MH2022PTC760382,PHARMA OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,01/03/2022,31269580,17984564,Dissolved,MANUFACTURING (FOOD PRODUCTS),"A-101, Brigade Road, Whitefield, Maharashtra - 445023",ROC-MUMBAI
U98446MH2002PLC466346,VENTURES GLOBAL TECHNOLOGIES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,14/03/2002,26182734,9935102,Strike Off,REAL ESTATE ACTIVITIES,"A-101, MG Road, Andheri, Maharashtra - 476114",ROC-MUMBAI
U82370MH2008OPC842521,HEALTHCARE VENTURES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,03/11/2008,48938338,23361140,Active,COMPUTER PROGRAMMING,"E-505, Brigade Road, Adyar, Maharashtra - 516979",ROC-MUMBAI
L25924MH2009PLC950678,TEXTILES DEVELOPERS EXPORTS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,11/03/2009,32829150,24352649,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Borivali, Maharashtra - 410593",ROC-MUMBAI
U45173MH2024OPC714443,CHEMICALS EXPORTS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,07/05/2024,42691697,12251877,Amalgamated,RETAIL TRADE,"B-202, Park Street, Andheri, Maharashtra - 497762",ROC-MUMBAI
L45586MH2020PTC181943,MANUFACTURING CONSTRUCTIONS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,15/11/2020,3765740,13412884,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Link Road, Adyar, Maharashtra - 540649",ROC-MUMBAI
L87414MH2013PLC985234,SOLUTIONS LIMITED,One Person Company,Company limited by shares,Non-govt company,05/10/2013,34981864,21153600,Active,INFORMATION SERVICE ACTIVITIES,"D-404, Link Road, Borivali, Maharashtra - 430873",ROC-MUMBAI
U63989MH2022OPC529270,INDIA TRADING LIMITED,One Person Company,Company limited by shares,Non-govt company,16/07/2022,34130592,6438654,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"E-505, Park Street, Whitefield, Maharashtra - 473192",ROC-MUMBAI
U70715MH2004PLC839571,FOODS EXPORTS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,17/09/2004,47539968,6940767,Amalgamated,EDUCATION,"D-404, Brigade Road, Borivali, Maharashtra - 452828",ROC-MUMBAI
L88132MH2010PTC779200,INDIA CHEMICALS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,20/08/2010,28793455,23478076,Amalgamated,REAL ESTATE ACTIVITIES,"A-101, Park Street, Andheri, Maharashtra - 409563",ROC-MUMBAI
U90391MH2005OPC759095,CHEMICALS MANUFACTURING INNOVATIONS LIMITED,Public,Unlimited Company,State Govt company,04/04/2005,37763432,1483932,Amalgamated,RETAIL TRADE,"D-404, Link Road, Adyar, Maharashtra - 444942",ROC-MUMBAI
L93234MH2023PTC293103,CONSULTANCY EDUCATION CORPORATIONS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/06/2023,29728418,24720505,Dissolved,CONSTRUCTION,"E-505, MG Road, Andheri, Maharashtra - 474377",ROC-MUMBAI
L60303MH2003PLC761344,TECHNOLOGIES CONSTRUCTIONS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,14/06/2003,12435163,18892999,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Borivali, Maharashtra - 488775",ROC-MUMBAI
L96032MH2014OPC139726,EDUCATION IMPORTS FINANCE PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,28/11/2014,11879094,17098035,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, Anna Salai, Andheri, Maharashtra - 527831",ROC-MUMBAI
U72842MH2020PLC839746,INTERNATIONAL HEALTHCARE INDIA OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,30/05/2020,9396774,5948117,Amalgamated,MANUFACTURING (TEXTILES),"D-404, Anna Salai, Adyar, Maharashtra - 460060",ROC-MUMBAI
U86044MH2001PTC123754,VENTURES SYSTEMS FOODS LIMITED,One Person Company,Company limited by guarantee,State Govt company,08/09/2001,9542305,23390099,Under Liquidation,MANUFACTURING (CHEMICALS),"B-202, MG Road, Satellite, Maharashtra - 452538",ROC-MUMBAI
L49947MH2011PTC206815,TECH LIMITED,Private,Company limited by guarantee,Non-govt company,24/11/2011,40322638,20480974,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"D-404, MG Road, Satellite, Maharashtra - 543843",ROC-MUMBAI
L75705MH2004PLC998535,IMPORTS DEVELOPERS LIMITED,One Person Company,Company limited by shares,Non-govt company,14/09/2004,6267359,879494,Strike Off,MANUFACTURING (FOOD PRODUCTS),"A-101, MG Road, Satellite, Maharashtra - 539411",ROC-MUMBAI
U18669MH2017OPC131893,CAPITAL LIMITED,Public,Company limited by guarantee,Non-govt company,29/09/2017,41147731,2568607,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"C-303, Link Road, Andheri, Maharashtra - 535992",ROC-MUMBAI
L73751MH2001PLC444379,ENTERPRISES PHARMA DEVELOPERS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,16/01/2001,6783446,18300648,Active,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Whitefield, Maharashtra - 525848",ROC-MUMBAI
U31106MH2020OPC262285,EXPORTS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,05/07/2020,34594742,3181311,Under Liquidation,RETAIL TRADE,"A-101, MG Road, Andheri, Maharashtra - 434020",ROC-MUMBAI
U53173MH2010PLC541128,TECHNOLOGIES MANUFACTURING LIMITED,Private,Company limited by shares,State Govt company,26/05/2010,36694914,10166021,Dissolved,WHOLESALE TRADE,"D-404, Park Street, Adyar, Maharashtra - 441811",ROC-MUMBAI
U39270MH2019PLC922286,EDUCATION ENTERPRISES MANUFACTURING LIMITED,One Person Company,Unlimited Company,State Govt company,07/05/2019,12086948,23823312,Active,WHOLESALE TRADE,"D-404, Brigade Road, Borivali, Maharashtra - 445217",ROC-MUMBAI
L74953MH2024OPC757827,DEVELOPERS TRADING CHEMICALS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,11/11/2024,18565511,15702858,Amalgamated,INFORMATION SERVICE ACTIVITIES,"C-303, Park Street, Andheri, Maharashtra - 402129",ROC-MUMBAI
U94761MH2002PLC404353,FOODS LIMITED,One Person Company,Company limited by guarantee,State Govt company,26/09/2002,4983628,13911355,Under Liquidation,CONSTRUCTION,"C-303, Brigade Road, Borivali, Maharashtra - 479970",ROC-MUMBAI
U45690MH2016PTC116772,REALTY LIMITED,Public,Company limited by shares,Non-govt company,12/05/2016,28108058,13303907,Dissolved,REAL ESTATE ACTIVITIES,"C-303, Anna Salai, Andheri, Maharashtra - 468294",ROC-MUMBAI
U59715MH2012PTC936861,SYSTEMS HEALTHCARE PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,06/04/2012,44974858,8821937,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Adyar, Maharashtra - 422444",ROC-MUMBAI
L35417MH2014PLC391085,TECH PHARMA SOLUTIONS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,24/01/2014,525231,24813294,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Brigade Road, Satellite, Maharashtra - 451239",ROC-MUMBAI
L54599MH2017PLC173840,GLOBAL CAPITAL CONSTRUCTIONS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,28/01/2017,4955365,16636379,Dissolved,MANUFACTURING (CHEMICALS),"C-303, Brigade Road, Adyar, Maharashtra - 448882",ROC-MUMBAI
U36031MH2008PTC737684,INDUSTRIES EXPORTS LIMITED,Private,Unlimited Company,Non-govt company,22/11/2008,26722977,22059034,Active,MANUFACTURING (CHEMICALS),"A-101, MG Road, Adyar, Maharashtra - 443384",ROC-MUMBAI
L61861MH2003PTC659760,CORPORATIONS LIMITED,Private,Company limited by shares,State Govt company,30/05/2003,11223438,6793923,Amalgamated,EDUCATION,"D-404, MG Road, Borivali, Maharashtra - 549562",ROC-MUMBAI
L32744MH2005PTC502696,CORPORATIONS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,19/08/2005,1576875,15820519,Strike Off,CONSTRUCTION,"E-505, Brigade Road, Borivali, Maharashtra - 532946",ROC-MUMBAI
U49325MH2015PLC902096,GLOBAL IMPORTS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,30/12/2015,32561051,22212937,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, MG Road, Satellite, Maharashtra - 528497",ROC-MUMBAI
U79161MH2018OPC796057,VENTURES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,02/03/2018,18324100,5140491,Under Liquidation,CONSTRUCTION,"A-101, Link Road, Whitefield, Maharashtra - 405601",ROC-MUMBAI
L81325MH2012PTC490073,REALTY INTERNATIONAL LIMITED,Private,Company limited by guarantee,Non-govt company,29/09/2012,17559740,11670014,Under Liquidation,REAL ESTATE ACTIVITIES,"D-404, Park Street, Borivali, Maharashtra - 454902",ROC-MUMBAI
L22911MH2006PLC303348,INTERNATIONAL GLOBAL HEALTHCARE LIMITED,One Person Company,Company limited by shares,State Govt company,06/05/2006,41486083,11320183,Dissolved,MANUFACTURING (TEXTILES),"C-303, Link Road, Borivali, Maharashtra - 508196",ROC-MUMBAI
L32667MH2020OPC407482,CORPORATIONS INDIA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,10/10/2020,44007863,15127022,Dissolved,CONSTRUCTION,"B-202, Link Road, Satellite, Maharashtra - 460192",ROC-MUMBAI
L44677MH2000PTC870650,ENTERPRISES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,10/08/2000,24331077,13319804,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Whitefield, Maharashtra - 467357",ROC-MUMBAI
U63547MH2022OPC294935,SERVICES PRIVATE LIMITED,Private,Unlimited Company,State Govt company,21/06/2022,29584873,15410995,Strike Off,REAL ESTATE ACTIVITIES,"A-101, Brigade Road, Adyar, Maharashtra - 556768",ROC-MUMBAI
U55184MH2018PTC627259,SERVICES CORPORATIONS LIMITED,One Person Company,Company limited by shares,State Govt company,23/08/2018,49351212,16987536,Strike Off,MANUFACTURING (TEXTILES),"E-505, MG Road, Borivali, Maharashtra - 430737",ROC-MUMBAI
U27742MH2001PTC433672,INDUSTRIES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,11/04/2001,2966960,19023848,Active,MANUFACTURING (CHEMICALS),"A-101, Link Road, Satellite, Maharashtra - 479119",ROC-MUMBAI
L77589MH2019OPC183978,SERVICES TEXTILES EXPORTS LIMITED,Public,Unlimited Company,State Govt company,16/04/2019,26935555,6828889,Strike Off,MANUFACTURING (FOOD PRODUCTS),"C-303, Park Street, Whitefield, Maharashtra - 513968",ROC-MUMBAI
U14051MH2016PTC119277,SOLUTIONS DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,27/11/2016,10444024,6139723,Under Liquidation,WHOLESALE TRADE,"C-303, MG Road, Adyar, Maharashtra - 403780",ROC-MUMBAI
L59293MH2004OPC841188,INDIA LIMITED,Public,Company limited by shares,State Govt company,20/01/2004,13045619,17993507,Active,WHOLESALE TRADE,"B-202, Park Street, Andheri, Maharashtra - 406266",ROC-MUMBAI
U61459MH2004PTC749724,INDUSTRIES ENTERPRISES LIMITED,Private,Company limited by guarantee,State Govt company,16/04/2004,41561975,7766860,Active,EDUCATION,"C-303, Link Road, Andheri, Maharashtra - 505058",ROC-MUMBAI
L59283MH2018PLC100394,SYSTEMS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,20/01/2018,4925967,22258691,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Andheri, Maharashtra - 462697",ROC-MUMBAI
L20476MH2000OPC747980,MANUFACTURING ENTERPRISES CONSTRUCTIONS LIMITED,One Person Company,Unlimited Company,State Govt company,15/08/2000,1134422,21867694,Active,ACCOMMODATION AND FOOD SERVICE,"A-101, Link Road, Borivali, Maharashtra - 526828",ROC-MUMBAI
U26292MH2006PTC432417,VENTURES LIMITED,One Person Company,Company limited by shares,Non-govt company,29/06/2006,18017688,16509974,Dissolved,REAL ESTATE ACTIVITIES,"E-505, Anna Salai, Borivali, Maharashtra - 508123",ROC-MUMBAI
L18046MH2006OPC545478,PHARMA LIMITED,One Person Company,Company limited by guarantee,Non-govt company,25/03/2006,24982128,5523921,Active,FINANCIAL SERVICE ACTIVITIES,"C-303, MG Road, Andheri, Maharashtra - 521684",ROC-MUMBAI
L85307MH2006PTC491503,VENTURES INDUSTRIES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,23/03/2006,14245458,17378147,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Brigade Road, Adyar, Maharashtra - 549133",ROC-MUMBAI
U72954MH2008PLC471919,CHEMICALS VENTURES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,21/01/2008,26887565,22532115,Active,WHOLESALE TRADE,"C-303, Brigade Road, Satellite, Maharashtra - 456995",ROC-MUMBAI
L20441MH2005PLC844719,MANUFACTURING OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,03/11/2005,40467858,16135454,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Park Street, Borivali, Maharashtra - 441836",ROC-MUMBAI
L32328MH2021PTC777310,CONSTRUCTIONS EXPORTS FOODS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,02/07/2021,40246848,19917360,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Link Road, Adyar, Maharashtra - 468832",ROC-MUMBAI
L71435MH2009PLC686997,INTERNATIONAL TECH PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,10/06/2009,12724212,21256523,Strike Off,MANUFACTURING (TEXTILES),"C-303, Anna Salai, Adyar, Maharashtra - 519667",ROC-MUMBAI
L84280MH2002PTC309654,SERVICES EDUCATION INTERNATIONAL PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,09/12/2002,31025882,10521559,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Whitefield, Maharashtra - 535925",ROC-MUMBAI
L20649MH2008PTC955524,GLOBAL INVESTMENTS EXPORTS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,25/05/2008,38178568,17643116,Strike Off,REAL ESTATE ACTIVITIES,"A-101, MG Road, Satellite, Maharashtra - 499463",ROC-MUMBAI
L46690MH2022OPC989184,HEALTHCARE INDIA INTERNATIONAL LIMITED,One Person Company,Unlimited Company,State Govt company,16/12/2022,39433426,21606879,Dissolved,REAL ESTATE ACTIVITIES,"B-202, MG Road, Whitefield, Maharashtra - 522435",ROC-MUMBAI
L23322MH2001PLC183858,REALTY TECH INDIA LIMITED,Private,Company limited by guarantee,Non-govt company,23/08/2001,24574256,8090375,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Satellite, Maharashtra - 405047",ROC-MUMBAI
U11785MH2023PLC632028,TRADING EXPORTS SOLUTIONS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,20/10/2023,36515708,18715832,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"C-303, Anna Salai, Borivali, Maharashtra - 417582",ROC-MUMBAI
U66663MH2005PLC305651,HEALTHCARE EDUCATION INDUSTRIES OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,25/08/2005,33634128,5947186,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Andheri, Maharashtra - 449056",ROC-MUMBAI
U81790MH2006PTC955341,INNOVATIONS LIMITED,Public,Unlimited Company,State Govt company,03/08/2006,21688052,14766189,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Brigade Road, Satellite, Maharashtra - 482846",ROC-MUMBAI
U35884MH2016OPC740944,INDUSTRIES TECH PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,30/12/2016,36983042,1689554,Active,RETAIL TRADE,"D-404, MG Road, Satellite, Maharashtra - 459885",ROC-MUMBAI
U12707MH2005PTC387560,FOODS DEVELOPERS CHEMICALS LIMITED,Private,Company limited by guarantee,Non-govt company,03/03/2005,41711924,21617759,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, MG Road, Borivali, Maharashtra - 499354",ROC-MUMBAI
L89480MH2021PTC378313,SOLUTIONS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,28/02/2021,22109120,10757581,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Whitefield, Maharashtra - 493852",ROC-MUMBAI
U13231MH2003PTC957994,EXPORTS PHARMA INVESTMENTS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,15/10/2003,49566355,18174814,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Adyar, Maharashtra - 491943",ROC-MUMBAI
L82870MH2016PLC393101,TECHNOLOGIES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,28/03/2016,36289298,2878334,Active,WHOLESALE TRADE,"E-505, Link Road, Andheri, Maharashtra - 522085",ROC-MUMBAI
U48653MH2009PLC694319,SOLUTIONS LIMITED,Public,Company limited by guarantee,State Govt company,29/04/2009,20675042,16670576,Dissolved,FINANCIAL SERVICE ACTIVITIES,"B-202, Link Road, Adyar, Maharashtra - 496765",ROC-MUMBAI
U16581MH2008PTC388316,CORPORATIONS FOODS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,09/06/2008,37914595,19588155,Under Liquidation,CONSTRUCTION,"A-101, MG Road, Adyar, Maharashtra - 487395",ROC-MUMBAI
U38730MH2023OPC380529,INVESTMENTS INDUSTRIES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,03/08/2023,4997009,3226448,Active,RETAIL TRADE,"B-202, Park Street, Whitefield, Maharashtra - 402057",ROC-MUMBAI
L63894MH2018PLC345999,CONSULTANCY GLOBAL LIMITED,Public,Unlimited Company,Non-govt company,20/06/2018,48628061,24736071,Amalgamated,MANUFACTURING (TEXTILES),"E-505, Anna Salai, Adyar, Maharashtra - 530907",ROC-MUMBAI
U42990MH2016PTC377438,CONSTRUCTIONS SERVICES PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,05/11/2016,27577999,7918616,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Borivali, Maharashtra - 420663",ROC-MUMBAI
U17840MH2014PTC598915,HEALTHCARE OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,04/04/2014,33093489,9742206,Under Liquidation,RETAIL TRADE,"E-505, Park Street, Andheri, Maharashtra - 542807",ROC-MUMBAI
L63079MH2017PTC923594,SERVICES GLOBAL LIMITED,Public,Company limited by guarantee,Non-govt company,11/04/2017,33759693,9721119,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"A-101, Link Road, Adyar, Maharashtra - 470450",ROC-MUMBAI
L95635MH2003OPC941473,CHEMICALS HEALTHCARE OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,17/10/2003,35977365,18705104,Strike Off,RETAIL TRADE,"E-505, Park Street, Borivali, Maharashtra - 430083",ROC-MUMBAI
U16170MH2010PTC678842,PHARMA PRIVATE LIMITED,Public,Unlimited Company,State Govt company,13/02/2010,40028144,9248140,Active,MANUFACTURING (FOOD PRODUCTS),"B-202, Brigade Road, Satellite, Maharashtra - 408790",ROC-MUMBAI
L98872MH2008OPC370466,MANUFACTURING LIMITED,One Person Company,Company limited by guarantee,State Govt company,26/04/2008,5819124,13319209,Active,WHOLESALE TRADE,"A-101, Brigade Road, Borivali, Maharashtra - 492715",ROC-MUMBAI
L70273MH2014OPC654094,VENTURES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,14/12/2014,32331984,17282465,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Satellite, Maharashtra - 429448",ROC-MUMBAI
L49590MH2003PLC947861,INNOVATIONS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,06/06/2003,45645835,17996744,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Anna Salai, Adyar, Maharashtra - 450923",ROC-MUMBAI
L26506MH2017PLC939483,MANUFACTURING LIMITED,Private,Unlimited Company,State Govt company,13/05/2017,24095190,3039193,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"D-404, Link Road, Satellite, Maharashtra - 444645",ROC-MUMBAI
U39351MH2017PTC815057,INDUSTRIES OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,06/02/2017,19980863,5694071,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"A-101, Link Road, Whitefield, Maharashtra - 497701",ROC-MUMBAI
L49096MH2006PTC269030,VENTURES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,19/01/2006,13351088,10931817,Dissolved,COMPUTER PROGRAMMING,"A-101, MG Road, Whitefield, Maharashtra - 521487",ROC-MUMBAI
